V4_0,Time_codelist,Time,Geography_codelist,Geography,Housing_codelist,Housing
23.612297181895816,Quarter,2015 Q2,J01000104,,,Semi Detached
30.102476515798465,Quarter,2015 Q2,J01000104,,,Terraced
34.970111016225445,Quarter,2015 Q2,J01000104,,,Flat/Maisonette
14.357262103505844,Quarter,2015 Q2,J01000105,,,Detached
38.898163606010016,Quarter,2015 Q2,J01000105,,,Semi Detached
37.89649415692821,Quarter,2015 Q2,J01000105,,,Terraced
8.848080133555927,Quarter,2015 Q2,J01000105,,,Flat/Maisonette
26.049382716049386,Quarter,2015 Q2,J01000106,,,Detached
26.358024691358022,Quarter,2015 Q2,J01000106,,,Semi Detached
24.19753086419753,Quarter,2015 Q2,J01000106,,,Terraced
23.39506172839506,Quarter,2015 Q2,J01000106,,,Flat/Maisonette
18.0327868852459,Quarter,2015 Q2,J01000107,,,Detached
42.62295081967213,Quarter,2015 Q2,J01000107,,,Semi Detached
35.197685631629696,Quarter,2015 Q2,J01000107,,,Terraced
4.146576663452266,Quarter,2015 Q2,J01000107,,,Flat/Maisonette
27.524972253052166,Quarter,2015 Q2,J01000108,,,Detached
21.03218645948946,Quarter,2015 Q2,J01000108,,,Semi Detached
20.810210876803552,Quarter,2015 Q2,J01000108,,,Terraced
30.632630410654826,Quarter,2015 Q2,J01000108,,,Flat/Maisonette
24.928832858885727,Quarter,2015 Q2,J01000109,,,Detached
44.28629524196828,Quarter,2015 Q2,J01000109,,,Semi Detached
21.309475396502645,Quarter,2015 Q2,J01000109,,,Terraced
9.47539650264335,Quarter,2015 Q2,J01000109,,,Flat/Maisonette
26.44907146876759,Quarter,2015 Q2,J01000110,,,Detached
30.106921778277997,Quarter,2015 Q2,J01000110,,,Semi Detached
27.968486212718062,Quarter,2015 Q2,J01000110,,,Terraced
15.475520540236353,Quarter,2015 Q2,J01000110,,,Flat/Maisonette
20.0302915562287,Quarter,2015 Q2,J01000111,,,Detached
18.894358197652405,Quarter,2015 Q2,J01000111,,,Semi Detached
21.69632714880727,Quarter,2015 Q2,J01000111,,,Terraced
39.379023097311624,Quarter,2015 Q2,J01000111,,,Flat/Maisonette
11.963539688568172,Quarter,2015 Q2,J01000112,,,Detached
32.358526395746296,Quarter,2015 Q2,J01000112,,,Semi Detached
38.54918344094189,Quarter,2015 Q2,J01000112,,,Terraced
17.12875047474364,Quarter,2015 Q2,J01000112,,,Flat/Maisonette
