V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Earnings_codelist,Earnings,Gender_codelist,Gender,Industry_codelist,Industry,Provision_codelist,Provision
752.0,,1.5,Year,2016,K02000001,,,£600 and over,,All,,Human health and social work activities ,,Defined benefit
65.0,,5.2,Year,2016,K02000001,,,£600 and over,,All,,Human health and social work activities ,,Defined contribution
54.0,,5.9,Year,2016,K02000001,,,£600 and over,,All,,Human health and social work activities ,,Group personal pension
,x,45.0,Year,2016,K02000001,,,£600 and over,,All,,Human health and social work activities ,,Group self-invested personal pension
17.0,,10.0,Year,2016,K02000001,,,£600 and over,,All,,Human health and social work activities ,,Group stakeholder pension
11.0,,13.0,Year,2016,K02000001,,,£600 and over,,All,,Human health and social work activities ,,Unknown pension provision
90.0,,4.5,Year,2016,K02000001,,,£600 and over,,All,,Human health and social work activities ,,No pension provision
66.0,,5.0,Year,2016,K02000001,,,"Arts, entertainment and recreation",,All,,"Arts, entertainment and recreation ",,Defined benefit
91.0,,4.2,Year,2016,K02000001,,,"Arts, entertainment and recreation",,All,,"Arts, entertainment and recreation ",,Defined contribution
85.0,,4.5,Year,2016,K02000001,,,"Arts, entertainment and recreation",,All,,"Arts, entertainment and recreation ",,Group personal pension
,x,25.0,Year,2016,K02000001,,,"Arts, entertainment and recreation",,All,,"Arts, entertainment and recreation ",,Group self-invested personal pension
21.0,,8.9,Year,2016,K02000001,,,"Arts, entertainment and recreation",,All,,"Arts, entertainment and recreation ",,Group stakeholder pension
6.0,,17.0,Year,2016,K02000001,,,"Arts, entertainment and recreation",,All,,"Arts, entertainment and recreation ",,Unknown pension provision
253.0,,2.5,Year,2016,K02000001,,,"Arts, entertainment and recreation",,All,,"Arts, entertainment and recreation ",,No pension provision
,x,22.0,Year,2016,K02000001,,,Less than £100,,All,,"Arts, entertainment and recreation ",,Defined benefit
6.0,,16.0,Year,2016,K02000001,,,Less than £100,,All,,"Arts, entertainment and recreation ",,Defined contribution
,x,29.0,Year,2016,K02000001,,,Less than £100,,All,,"Arts, entertainment and recreation ",,Group personal pension
,-,0.0,Year,2016,K02000001,,,Less than £100,,All,,"Arts, entertainment and recreation ",,Group self-invested personal pension
,x,51.0,Year,2016,K02000001,,,Less than £100,,All,,"Arts, entertainment and recreation ",,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,Less than £100,,All,,"Arts, entertainment and recreation ",,Unknown pension provision
96.0,,4.0,Year,2016,K02000001,,,Less than £100,,All,,"Arts, entertainment and recreation ",,No pension provision
6.0,,14.0,Year,2016,K02000001,,,£100 - £200,,All,,"Arts, entertainment and recreation ",,Defined benefit
12.0,,11.0,Year,2016,K02000001,,,£100 - £200,,All,,"Arts, entertainment and recreation ",,Defined contribution
5.0,,16.0,Year,2016,K02000001,,,£100 - £200,,All,,"Arts, entertainment and recreation ",,Group personal pension
,-,0.0,Year,2016,K02000001,,,£100 - £200,,All,,"Arts, entertainment and recreation ",,Group self-invested personal pension
,x,29.0,Year,2016,K02000001,,,£100 - £200,,All,,"Arts, entertainment and recreation ",,Group stakeholder pension
,x,50.0,Year,2016,K02000001,,,£100 - £200,,All,,"Arts, entertainment and recreation ",,Unknown pension provision
55.0,,5.3,Year,2016,K02000001,,,£100 - £200,,All,,"Arts, entertainment and recreation ",,No pension provision
7.0,,14.0,Year,2016,K02000001,,,£200 - £300,,All,,"Arts, entertainment and recreation ",,Defined benefit
19.0,,8.6,Year,2016,K02000001,,,£200 - £300,,All,,"Arts, entertainment and recreation ",,Defined contribution
12.0,,11.0,Year,2016,K02000001,,,£200 - £300,,All,,"Arts, entertainment and recreation ",,Group personal pension
,x,71.0,Year,2016,K02000001,,,£200 - £300,,All,,"Arts, entertainment and recreation ",,Group self-invested personal pension
,x,25.0,Year,2016,K02000001,,,£200 - £300,,All,,"Arts, entertainment and recreation ",,Group stakeholder pension
,x,50.0,Year,2016,K02000001,,,£200 - £300,,All,,"Arts, entertainment and recreation ",,Unknown pension provision
36.0,,6.7,Year,2016,K02000001,,,£200 - £300,,All,,"Arts, entertainment and recreation ",,No pension provision
12.0,,12.0,Year,2016,K02000001,,,£300 - £400,,All,,"Arts, entertainment and recreation ",,Defined benefit
21.0,,8.5,Year,2016,K02000001,,,£300 - £400,,All,,"Arts, entertainment and recreation ",,Defined contribution
19.0,,9.3,Year,2016,K02000001,,,£300 - £400,,All,,"Arts, entertainment and recreation ",,Group personal pension
,x,51.0,Year,2016,K02000001,,,£300 - £400,,All,,"Arts, entertainment and recreation ",,Group self-invested personal pension
5.0,,18.0,Year,2016,K02000001,,,£300 - £400,,All,,"Arts, entertainment and recreation ",,Group stakeholder pension
,x,31.0,Year,2016,K02000001,,,£300 - £400,,All,,"Arts, entertainment and recreation ",,Unknown pension provision
33.0,,7.2,Year,2016,K02000001,,,£300 - £400,,All,,"Arts, entertainment and recreation ",,No pension provision
11.0,,12.0,Year,2016,K02000001,,,£400 - £500,,All,,"Arts, entertainment and recreation ",,Defined benefit
9.0,,14.0,Year,2016,K02000001,,,£400 - £500,,All,,"Arts, entertainment and recreation ",,Defined contribution
13.0,,12.0,Year,2016,K02000001,,,£400 - £500,,All,,"Arts, entertainment and recreation ",,Group personal pension
,x,58.0,Year,2016,K02000001,,,£400 - £500,,All,,"Arts, entertainment and recreation ",,Group self-invested personal pension
4.0,,20.0,Year,2016,K02000001,,,£400 - £500,,All,,"Arts, entertainment and recreation ",,Group stakeholder pension
,x,31.0,Year,2016,K02000001,,,£400 - £500,,All,,"Arts, entertainment and recreation ",,Unknown pension provision
14.0,,11.0,Year,2016,K02000001,,,£400 - £500,,All,,"Arts, entertainment and recreation ",,No pension provision
9.0,,14.0,Year,2016,K02000001,,,£500 - £600,,All,,"Arts, entertainment and recreation ",,Defined benefit
10.0,,14.0,Year,2016,K02000001,,,£500 - £600,,All,,"Arts, entertainment and recreation ",,Defined contribution
8.0,,15.0,Year,2016,K02000001,,,£500 - £600,,All,,"Arts, entertainment and recreation ",,Group personal pension
,-,0.0,Year,2016,K02000001,,,£500 - £600,,All,,"Arts, entertainment and recreation ",,Group self-invested personal pension
,x,25.0,Year,2016,K02000001,,,£500 - £600,,All,,"Arts, entertainment and recreation ",,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,£500 - £600,,All,,"Arts, entertainment and recreation ",,Unknown pension provision
6.0,,18.0,Year,2016,K02000001,,,£500 - £600,,All,,"Arts, entertainment and recreation ",,No pension provision
18.0,,10.0,Year,2016,K02000001,,,£600 and over,,All,,"Arts, entertainment and recreation ",,Defined benefit
14.0,,12.0,Year,2016,K02000001,,,£600 and over,,All,,"Arts, entertainment and recreation ",,Defined contribution
26.0,,8.7,Year,2016,K02000001,,,£600 and over,,All,,"Arts, entertainment and recreation ",,Group personal pension
,x,36.0,Year,2016,K02000001,,,£600 and over,,All,,"Arts, entertainment and recreation ",,Group self-invested personal pension
5.0,,20.0,Year,2016,K02000001,,,£600 and over,,All,,"Arts, entertainment and recreation ",,Group stakeholder pension
,x,42.0,Year,2016,K02000001,,,£600 and over,,All,,"Arts, entertainment and recreation ",,Unknown pension provision
14.0,,12.0,Year,2016,K02000001,,,£600 and over,,All,,"Arts, entertainment and recreation ",,No pension provision
51.0,,5.8,Year,2016,K02000001,,,Other service activities,,All,,Other service activities ,,Defined benefit
71.0,,4.8,Year,2016,K02000001,,,Other service activities,,All,,Other service activities ,,Defined contribution
63.0,,5.3,Year,2016,K02000001,,,Other service activities,,All,,Other service activities ,,Group personal pension
,x,32.0,Year,2016,K02000001,,,Other service activities,,All,,Other service activities ,,Group self-invested personal pension
21.0,,9.0,Year,2016,K02000001,,,Other service activities,,All,,Other service activities ,,Group stakeholder pension
7.0,,16.0,Year,2016,K02000001,,,Other service activities,,All,,Other service activities ,,Unknown pension provision
270.0,,2.4,Year,2016,K02000001,,,Other service activities,,All,,Other service activities ,,No pension provision
,x,71.0,Year,2016,K02000001,,,Less than £100,,All,,Other service activities ,,Defined benefit
,x,26.0,Year,2016,K02000001,,,Less than £100,,All,,Other service activities ,,Defined contribution
,x,71.0,Year,2016,K02000001,,,Less than £100,,All,,Other service activities ,,Group personal pension
,-,0.0,Year,2016,K02000001,,,Less than £100,,All,,Other service activities ,,Group self-invested personal pension
,x,58.0,Year,2016,K02000001,,,Less than £100,,All,,Other service activities ,,Group stakeholder pension
,x,,Year,2016,K02000001,,,Less than £100,,All,,Other service activities ,,Unknown pension provision
43.0,,5.9,Year,2016,K02000001,,,Less than £100,,All,,Other service activities ,,No pension provision
,x,34.0,Year,2016,K02000001,,,£100 - £200,,All,,Other service activities ,,Defined benefit
5.0,,16.0,Year,2016,K02000001,,,£100 - £200,,All,,Other service activities ,,Defined contribution
,x,22.0,Year,2016,K02000001,,,£100 - £200,,All,,Other service activities ,,Group personal pension
,x,,Year,2016,K02000001,,,£100 - £200,,All,,Other service activities ,,Group self-invested personal pension
,x,32.0,Year,2016,K02000001,,,£100 - £200,,All,,Other service activities ,,Group stakeholder pension
,x,58.0,Year,2016,K02000001,,,£100 - £200,,All,,Other service activities ,,Unknown pension provision
86.0,,4.2,Year,2016,K02000001,,,£100 - £200,,All,,Other service activities ,,No pension provision
,x,21.0,Year,2016,K02000001,,,£200 - £300,,All,,Other service activities ,,Defined benefit
9.0,,12.0,Year,2016,K02000001,,,£200 - £300,,All,,Other service activities ,,Defined contribution
6.0,,16.0,Year,2016,K02000001,,,£200 - £300,,All,,Other service activities ,,Group personal pension
,x,72.0,Year,2016,K02000001,,,£200 - £300,,All,,Other service activities ,,Group self-invested personal pension
,x,27.0,Year,2016,K02000001,,,£200 - £300,,All,,Other service activities ,,Group stakeholder pension
,x,38.0,Year,2016,K02000001,,,£200 - £300,,All,,Other service activities ,,Unknown pension provision
50.0,,5.4,Year,2016,K02000001,,,£200 - £300,,All,,Other service activities ,,No pension provision
7.0,,15.0,Year,2016,K02000001,,,£300 - £400,,All,,Other service activities ,,Defined benefit
14.0,,11.0,Year,2016,K02000001,,,£300 - £400,,All,,Other service activities ,,Defined contribution
12.0,,12.0,Year,2016,K02000001,,,£300 - £400,,All,,Other service activities ,,Group personal pension
,x,71.0,Year,2016,K02000001,,,£300 - £400,,All,,Other service activities ,,Group self-invested personal pension
,x,24.0,Year,2016,K02000001,,,£300 - £400,,All,,Other service activities ,,Group stakeholder pension
,x,36.0,Year,2016,K02000001,,,£300 - £400,,All,,Other service activities ,,Unknown pension provision
33.0,,6.9,Year,2016,K02000001,,,£300 - £400,,All,,Other service activities ,,No pension provision
18.0,,9.7,Year,2016,K02000001,,,£400 - £500,,All,,Other service activities ,,Defined benefit
11.0,,12.0,Year,2016,K02000001,,,£400 - £500,,All,,Other service activities ,,Defined contribution
10.0,,13.0,Year,2016,K02000001,,,£400 - £500,,All,,Other service activities ,,Group personal pension
,x,,Year,2016,K02000001,,,£400 - £500,,All,,Other service activities ,,Group self-invested personal pension
,x,21.0,Year,2016,K02000001,,,£400 - £500,,All,,Other service activities ,,Group stakeholder pension
,x,36.0,Year,2016,K02000001,,,£400 - £500,,All,,Other service activities ,,Unknown pension provision
26.0,,8.3,Year,2016,K02000001,,,£400 - £500,,All,,Other service activities ,,No pension provision
5.0,,18.0,Year,2016,K02000001,,,£500 - £600,,All,,Other service activities ,,Defined benefit
9.0,,14.0,Year,2016,K02000001,,,£500 - £600,,All,,Other service activities ,,Defined contribution
8.0,,15.0,Year,2016,K02000001,,,£500 - £600,,All,,Other service activities ,,Group personal pension
,-,0.0,Year,2016,K02000001,,,£500 - £600,,All,,Other service activities ,,Group self-invested personal pension
,x,27.0,Year,2016,K02000001,,,£500 - £600,,All,,Other service activities ,,Group stakeholder pension
,x,59.0,Year,2016,K02000001,,,£500 - £600,,All,,Other service activities ,,Unknown pension provision
12.0,,12.0,Year,2016,K02000001,,,£500 - £600,,All,,Other service activities ,,No pension provision
16.0,,11.0,Year,2016,K02000001,,,£600 and over,,All,,Other service activities ,,Defined benefit
21.0,,9.5,Year,2016,K02000001,,,£600 and over,,All,,Other service activities ,,Defined contribution
23.0,,9.1,Year,2016,K02000001,,,£600 and over,,All,,Other service activities ,,Group personal pension
,x,50.0,Year,2016,K02000001,,,£600 and over,,All,,Other service activities ,,Group self-invested personal pension
9.0,,15.0,Year,2016,K02000001,,,£600 and over,,All,,Other service activities ,,Group stakeholder pension
,x,29.0,Year,2016,K02000001,,,£600 and over,,All,,Other service activities ,,Unknown pension provision
20.0,,10.0,Year,2016,K02000001,,,£600 and over,,All,,Other service activities ,,No pension provision
494.0,,1.8,Year,2016,K02000001,,,All Index of Production industries,,All,,All Index of Production industries,,Defined benefit
755.0,,1.4,Year,2016,K02000001,,,All Index of Production industries,,All,,All Index of Production industries,,Defined contribution
716.0,,1.5,Year,2016,K02000001,,,All Index of Production industries,,All,,All Index of Production industries,,Group personal pension
28.0,,7.8,Year,2016,K02000001,,,All Index of Production industries,,All,,All Index of Production industries,,Group self-invested personal pension
248.0,,2.6,Year,2016,K02000001,,,All Index of Production industries,,All,,All Index of Production industries,,Group stakeholder pension
47.0,,5.9,Year,2016,K02000001,,,All Index of Production industries,,All,,All Index of Production industries,,Unknown pension provision
724.0,,1.5,Year,2016,K02000001,,,All Index of Production industries,,All,,All Index of Production industries,,No pension provision
,x,41.0,Year,2016,K02000001,,,Less than £100,,All,,All Index of Production industries,,Defined benefit
4.0,,18.0,Year,2016,K02000001,,,Less than £100,,All,,All Index of Production industries,,Defined contribution
,x,22.0,Year,2016,K02000001,,,Less than £100,,All,,All Index of Production industries,,Group personal pension
,x,71.0,Year,2016,K02000001,,,Less than £100,,All,,All Index of Production industries,,Group self-invested personal pension
,x,36.0,Year,2016,K02000001,,,Less than £100,,All,,All Index of Production industries,,Group stakeholder pension
,x,58.0,Year,2016,K02000001,,,Less than £100,,All,,All Index of Production industries,,Unknown pension provision
27.0,,7.1,Year,2016,K02000001,,,Less than £100,,All,,All Index of Production industries,,No pension provision
4.0,,19.0,Year,2016,K02000001,,,£100 - £200,,All,,All Index of Production industries,,Defined benefit
14.0,,10.0,Year,2016,K02000001,,,£100 - £200,,All,,All Index of Production industries,,Defined contribution
12.0,,11.0,Year,2016,K02000001,,,£100 - £200,,All,,All Index of Production industries,,Group personal pension
,x,58.0,Year,2016,K02000001,,,£100 - £200,,All,,All Index of Production industries,,Group self-invested personal pension
4.0,,18.0,Year,2016,K02000001,,,£100 - £200,,All,,All Index of Production industries,,Group stakeholder pension
,x,71.0,Year,2016,K02000001,,,£100 - £200,,All,,All Index of Production industries,,Unknown pension provision
77.0,,4.4,Year,2016,K02000001,,,£100 - £200,,All,,All Index of Production industries,,No pension provision
13.0,,11.0,Year,2016,K02000001,,,£200 - £300,,All,,All Index of Production industries,,Defined benefit
57.0,,5.0,Year,2016,K02000001,,,£200 - £300,,All,,All Index of Production industries,,Defined contribution
45.0,,5.7,Year,2016,K02000001,,,£200 - £300,,All,,All Index of Production industries,,Group personal pension
,x,30.0,Year,2016,K02000001,,,£200 - £300,,All,,All Index of Production industries,,Group self-invested personal pension
11.0,,11.0,Year,2016,K02000001,,,£200 - £300,,All,,All Index of Production industries,,Group stakeholder pension
4.0,,19.0,Year,2016,K02000001,,,£200 - £300,,All,,All Index of Production industries,,Unknown pension provision
112.0,,3.7,Year,2016,K02000001,,,£200 - £300,,All,,All Index of Production industries,,No pension provision
30.0,,6.9,Year,2016,K02000001,,,£300 - £400,,All,,All Index of Production industries,,Defined benefit
133.0,,3.3,Year,2016,K02000001,,,£300 - £400,,All,,All Index of Production industries,,Defined contribution
130.0,,3.4,Year,2016,K02000001,,,£300 - £400,,All,,All Index of Production industries,,Group personal pension
3.0,,20.0,Year,2016,K02000001,,,£300 - £400,,All,,All Index of Production industries,,Group self-invested personal pension
34.0,,6.5,Year,2016,K02000001,,,£300 - £400,,All,,All Index of Production industries,,Group stakeholder pension
9.0,,13.0,Year,2016,K02000001,,,£300 - £400,,All,,All Index of Production industries,,Unknown pension provision
160.0,,3.1,Year,2016,K02000001,,,£300 - £400,,All,,All Index of Production industries,,No pension provision
46.0,,5.7,Year,2016,K02000001,,,£400 - £500,,All,,All Index of Production industries,,Defined benefit
121.0,,3.6,Year,2016,K02000001,,,£400 - £500,,All,,All Index of Production industries,,Defined contribution
137.0,,3.4,Year,2016,K02000001,,,£400 - £500,,All,,All Index of Production industries,,Group personal pension
5.0,,18.0,Year,2016,K02000001,,,£400 - £500,,All,,All Index of Production industries,,Group self-invested personal pension
44.0,,6.0,Year,2016,K02000001,,,£400 - £500,,All,,All Index of Production industries,,Group stakeholder pension
9.0,,13.0,Year,2016,K02000001,,,£400 - £500,,All,,All Index of Production industries,,Unknown pension provision
137.0,,3.5,Year,2016,K02000001,,,£400 - £500,,All,,All Index of Production industries,,No pension provision
57.0,,5.3,Year,2016,K02000001,,,£500 - £600,,All,,All Index of Production industries,,Defined benefit
108.0,,3.9,Year,2016,K02000001,,,£500 - £600,,All,,All Index of Production industries,,Defined contribution
103.0,,4.0,Year,2016,K02000001,,,£500 - £600,,All,,All Index of Production industries,,Group personal pension
,x,23.0,Year,2016,K02000001,,,£500 - £600,,All,,All Index of Production industries,,Group self-invested personal pension
41.0,,6.4,Year,2016,K02000001,,,£500 - £600,,All,,All Index of Production industries,,Group stakeholder pension
8.0,,15.0,Year,2016,K02000001,,,£500 - £600,,All,,All Index of Production industries,,Unknown pension provision
74.0,,4.9,Year,2016,K02000001,,,£500 - £600,,All,,All Index of Production industries,,No pension provision
343.0,,2.2,Year,2016,K02000001,,,£600 and over,,All,,All Index of Production industries,,Defined benefit
319.0,,2.4,Year,2016,K02000001,,,£600 and over,,All,,All Index of Production industries,,Defined contribution
285.0,,2.5,Year,2016,K02000001,,,£600 and over,,All,,All Index of Production industries,,Group personal pension
15.0,,11.0,Year,2016,K02000001,,,£600 and over,,All,,All Index of Production industries,,Group self-invested personal pension
112.0,,4.1,Year,2016,K02000001,,,£600 and over,,All,,All Index of Production industries,,Group stakeholder pension
17.0,,10.0,Year,2016,K02000001,,,£600 and over,,All,,All Index of Production industries,,Unknown pension provision
135.0,,3.7,Year,2016,K02000001,,,£600 and over,,All,,All Index of Production industries,,No pension provision
7334.0,,0.4,Year,2016,K02000001,,,All service industries,,All,,All service industries,,Defined benefit
4179.0,,0.5,Year,2016,K02000001,,,All service industries,,All,,All service industries,,Defined contribution
2915.0,,0.7,Year,2016,K02000001,,,All service industries,,All,,All service industries,,Group personal pension
125.0,,3.7,Year,2016,K02000001,,,All service industries,,All,,All service industries,,Group self-invested personal pension
878.0,,1.3,Year,2016,K02000001,,,All service industries,,All,,All service industries,,Group stakeholder pension
279.0,,2.4,Year,2016,K02000001,,,All service industries,,All,,All service industries,,Unknown pension provision
7550.0,,0.4,Year,2016,K02000001,,,All service industries,,All,,All service industries,,No pension provision
210.0,,2.4,Year,2016,K02000001,,,Less than £100,,All,,All service industries,,Defined benefit
121.0,,3.2,Year,2016,K02000001,,,Less than £100,,All,,All service industries,,Defined contribution
32.0,,6.5,Year,2016,K02000001,,,Less than £100,,All,,All service industries,,Group personal pension
,x,31.0,Year,2016,K02000001,,,Less than £100,,All,,All service industries,,Group self-invested personal pension
13.0,,10.0,Year,2016,K02000001,,,Less than £100,,All,,All service industries,,Group stakeholder pension
4.0,,18.0,Year,2016,K02000001,,,Less than £100,,All,,All service industries,,Unknown pension provision
1349.0,,0.9,Year,2016,K02000001,,,Less than £100,,All,,All service industries,,No pension provision
498.0,,1.6,Year,2016,K02000001,,,£100 - £200,,All,,All service industries,,Defined benefit
414.0,,1.7,Year,2016,K02000001,,,£100 - £200,,All,,All service industries,,Defined contribution
130.0,,3.3,Year,2016,K02000001,,,£100 - £200,,All,,All service industries,,Group personal pension
7.0,,15.0,Year,2016,K02000001,,,£100 - £200,,All,,All service industries,,Group self-invested personal pension
73.0,,4.1,Year,2016,K02000001,,,£100 - £200,,All,,All service industries,,Group stakeholder pension
19.0,,8.6,Year,2016,K02000001,,,£100 - £200,,All,,All service industries,,Unknown pension provision
1799.0,,0.8,Year,2016,K02000001,,,£100 - £200,,All,,All service industries,,No pension provision
764.0,,1.3,Year,2016,K02000001,,,£200 - £300,,All,,All service industries,,Defined benefit
718.0,,1.3,Year,2016,K02000001,,,£200 - £300,,All,,All service industries,,Defined contribution
269.0,,2.3,Year,2016,K02000001,,,£200 - £300,,All,,All service industries,,Group personal pension
9.0,,13.0,Year,2016,K02000001,,,£200 - £300,,All,,All service industries,,Group self-invested personal pension
119.0,,3.2,Year,2016,K02000001,,,£200 - £300,,All,,All service industries,,Group stakeholder pension
40.0,,5.9,Year,2016,K02000001,,,£200 - £300,,All,,All service industries,,Unknown pension provision
1248.0,,1.1,Year,2016,K02000001,,,£200 - £300,,All,,All service industries,,No pension provision
1006.0,,1.2,Year,2016,K02000001,,,£300 - £400,,All,,All service industries,,Defined benefit
821.0,,1.3,Year,2016,K02000001,,,£300 - £400,,All,,All service industries,,Defined contribution
480.0,,1.7,Year,2016,K02000001,,,£300 - £400,,All,,All service industries,,Group personal pension
14.0,,10.0,Year,2016,K02000001,,,£300 - £400,,All,,All service industries,,Group self-invested personal pension
164.0,,2.9,Year,2016,K02000001,,,£300 - £400,,All,,All service industries,,Group stakeholder pension
59.0,,5.0,Year,2016,K02000001,,,£300 - £400,,All,,All service industries,,Unknown pension provision
1099.0,,1.2,Year,2016,K02000001,,,£300 - £400,,All,,All service industries,,No pension provision
1056.0,,1.2,Year,2016,K02000001,,,£400 - £500,,All,,All service industries,,Defined benefit
598.0,,1.6,Year,2016,K02000001,,,£400 - £500,,All,,All service industries,,Defined contribution
453.0,,1.9,Year,2016,K02000001,,,£400 - £500,,All,,All service industries,,Group personal pension
17.0,,9.6,Year,2016,K02000001,,,£400 - £500,,All,,All service industries,,Group self-invested personal pension
131.0,,3.4,Year,2016,K02000001,,,£400 - £500,,All,,All service industries,,Group stakeholder pension
47.0,,5.9,Year,2016,K02000001,,,£400 - £500,,All,,All service industries,,Unknown pension provision
726.0,,1.5,Year,2016,K02000001,,,£400 - £500,,All,,All service industries,,No pension provision
896.0,,1.3,Year,2016,K02000001,,,£500 - £600,,All,,All service industries,,Defined benefit
413.0,,2.0,Year,2016,K02000001,,,£500 - £600,,All,,All service industries,,Defined contribution
363.0,,2.2,Year,2016,K02000001,,,£500 - £600,,All,,All service industries,,Group personal pension
16.0,,11.0,Year,2016,K02000001,,,£500 - £600,,All,,All service industries,,Group self-invested personal pension
97.0,,4.1,Year,2016,K02000001,,,£500 - £600,,All,,All service industries,,Group stakeholder pension
29.0,,7.6,Year,2016,K02000001,,,£500 - £600,,All,,All service industries,,Unknown pension provision
461.0,,1.9,Year,2016,K02000001,,,£500 - £600,,All,,All service industries,,No pension provision
2904.0,,0.7,Year,2016,K02000001,,,£600 and over,,All,,All service industries,,Defined benefit
1094.0,,1.2,Year,2016,K02000001,,,£600 and over,,All,,All service industries,,Defined contribution
1187.0,,1.2,Year,2016,K02000001,,,£600 and over,,All,,All service industries,,Group personal pension
61.0,,5.6,Year,2016,K02000001,,,£600 and over,,All,,All service industries,,Group self-invested personal pension
280.0,,2.5,Year,2016,K02000001,,,£600 and over,,All,,All service industries,,Group stakeholder pension
80.0,,4.8,Year,2016,K02000001,,,£600 and over,,All,,All service industries,,Unknown pension provision
869.0,,1.4,Year,2016,K02000001,,,£600 and over,,All,,All service industries,,No pension provision
7880.0,,0.3,Year,2016,K02000001,,,All industries and services,,All,,All industries and services,,Defined benefit
5118.0,,0.5,Year,2016,K02000001,,,All industries and services,,All,,All industries and services,,Defined contribution
3813.0,,0.6,Year,2016,K02000001,,,All industries and services,,All,,All industries and services,,Group personal pension
169.0,,3.2,Year,2016,K02000001,,,All industries and services,,All,,All industries and services,,Group self-invested personal pension
1206.0,,1.1,Year,2016,K02000001,,,All industries and services,,All,,All industries and services,,Group stakeholder pension
344.0,,2.2,Year,2016,K02000001,,,All industries and services,,All,,All industries and services,,Unknown pension provision
8860.0,,0.3,Year,2016,K02000001,,,All industries and services,,All,,All industries and services,,No pension provision
212.0,,2.4,Year,2016,K02000001,,,Less than £100,,All,,All industries and services,,Defined benefit
127.0,,3.2,Year,2016,K02000001,,,Less than £100,,All,,All industries and services,,Defined contribution
36.0,,6.2,Year,2016,K02000001,,,Less than £100,,All,,All industries and services,,Group personal pension
,x,27.0,Year,2016,K02000001,,,Less than £100,,All,,All industries and services,,Group self-invested personal pension
15.0,,9.6,Year,2016,K02000001,,,Less than £100,,All,,All industries and services,,Group stakeholder pension
5.0,,17.0,Year,2016,K02000001,,,Less than £100,,All,,All industries and services,,Unknown pension provision
1405.0,,0.9,Year,2016,K02000001,,,Less than £100,,All,,All industries and services,,No pension provision
504.0,,1.6,Year,2016,K02000001,,,£100 - £200,,All,,All industries and services,,Defined benefit
433.0,,1.7,Year,2016,K02000001,,,£100 - £200,,All,,All industries and services,,Defined contribution
144.0,,3.1,Year,2016,K02000001,,,£100 - £200,,All,,All industries and services,,Group personal pension
8.0,,14.0,Year,2016,K02000001,,,£100 - £200,,All,,All industries and services,,Group self-invested personal pension
78.0,,3.9,Year,2016,K02000001,,,£100 - £200,,All,,All industries and services,,Group stakeholder pension
19.0,,8.5,Year,2016,K02000001,,,£100 - £200,,All,,All industries and services,,Unknown pension provision
1953.0,,0.8,Year,2016,K02000001,,,£100 - £200,,All,,All industries and services,,No pension provision
780.0,,1.3,Year,2016,K02000001,,,£200 - £300,,All,,All industries and services,,Defined benefit
783.0,,1.3,Year,2016,K02000001,,,£200 - £300,,All,,All industries and services,,Defined contribution
324.0,,2.1,Year,2016,K02000001,,,£200 - £300,,All,,All industries and services,,Group personal pension
11.0,,12.0,Year,2016,K02000001,,,£200 - £300,,All,,All industries and services,,Group self-invested personal pension
133.0,,3.1,Year,2016,K02000001,,,£200 - £300,,All,,All industries and services,,Group stakeholder pension
44.0,,5.6,Year,2016,K02000001,,,£200 - £300,,All,,All industries and services,,Unknown pension provision
1437.0,,1.0,Year,2016,K02000001,,,£200 - £300,,All,,All industries and services,,No pension provision
1040.0,,1.1,Year,2016,K02000001,,,£300 - £400,,All,,All industries and services,,Defined benefit
976.0,,1.2,Year,2016,K02000001,,,£300 - £400,,All,,All industries and services,,Defined contribution
628.0,,1.5,Year,2016,K02000001,,,£300 - £400,,All,,All industries and services,,Group personal pension
19.0,,8.7,Year,2016,K02000001,,,£300 - £400,,All,,All industries and services,,Group self-invested personal pension
208.0,,2.6,Year,2016,K02000001,,,£300 - £400,,All,,All industries and services,,Group stakeholder pension
70.0,,4.6,Year,2016,K02000001,,,£300 - £400,,All,,All industries and services,,Unknown pension provision
1348.0,,1.0,Year,2016,K02000001,,,£300 - £400,,All,,All industries and services,,No pension provision
1110.0,,1.1,Year,2016,K02000001,,,£400 - £500,,All,,All industries and services,,Defined benefit
750.0,,1.4,Year,2016,K02000001,,,£400 - £500,,All,,All industries and services,,Defined contribution
618.0,,1.6,Year,2016,K02000001,,,£400 - £500,,All,,All industries and services,,Group personal pension
24.0,,8.1,Year,2016,K02000001,,,£400 - £500,,All,,All industries and services,,Group self-invested personal pension
189.0,,2.9,Year,2016,K02000001,,,£400 - £500,,All,,All industries and services,,Group stakeholder pension
59.0,,5.2,Year,2016,K02000001,,,£400 - £500,,All,,All industries and services,,Unknown pension provision
962.0,,1.3,Year,2016,K02000001,,,£400 - £500,,All,,All industries and services,,No pension provision
961.0,,1.3,Year,2016,K02000001,,,£500 - £600,,All,,All industries and services,,Defined benefit
553.0,,1.7,Year,2016,K02000001,,,£500 - £600,,All,,All industries and services,,Defined contribution
492.0,,1.8,Year,2016,K02000001,,,£500 - £600,,All,,All industries and services,,Group personal pension
20.0,,9.2,Year,2016,K02000001,,,£500 - £600,,All,,All industries and services,,Group self-invested personal pension
