V4_0,Time_codelist,Time,Geography_codelist,Geography,Component_codelist,Component
349,Quarter,1980 Q4,K03000001,,HMF,
349,Quarter,1981 Q1,K03000001,,HMF,
349,Quarter,1981 Q2,K03000001,,HMF,
350,Quarter,1981 Q3,K03000001,,HMF,
347,Quarter,1981 Q4,K03000001,,HMF,
342,Quarter,1982 Q1,K03000001,,HMF,
338,Quarter,1982 Q2,K03000001,,HMF,
337,Quarter,1982 Q3,K03000001,,HMF,
335,Quarter,1982 Q4,K03000001,,HMF,
335,Quarter,1983 Q1,K03000001,,HMF,
336,Quarter,1983 Q2,K03000001,,HMF,
339,Quarter,1983 Q3,K03000001,,HMF,
339,Quarter,1983 Q4,K03000001,,HMF,
340,Quarter,1984 Q1,K03000001,,HMF,
340,Quarter,1984 Q2,K03000001,,HMF,
342,Quarter,1984 Q3,K03000001,,HMF,
341,Quarter,1984 Q4,K03000001,,HMF,
340,Quarter,1985 Q1,K03000001,,HMF,
340,Quarter,1985 Q2,K03000001,,HMF,
340,Quarter,1985 Q3,K03000001,,HMF,
338,Quarter,1985 Q4,K03000001,,HMF,
337,Quarter,1986 Q1,K03000001,,HMF,
336,Quarter,1986 Q2,K03000001,,HMF,
337,Quarter,1986 Q3,K03000001,,HMF,
334,Quarter,1986 Q4,K03000001,,HMF,
334,Quarter,1987 Q1,K03000001,,HMF,
333,Quarter,1987 Q2,K03000001,,HMF,
333,Quarter,1987 Q3,K03000001,,HMF,
331,Quarter,1987 Q4,K03000001,,HMF,
331,Quarter,1988 Q1,K03000001,,HMF,
330,Quarter,1988 Q2,K03000001,,HMF,
329,Quarter,1988 Q3,K03000001,,HMF,
326,Quarter,1988 Q4,K03000001,,HMF,
325,Quarter,1989 Q1,K03000001,,HMF,
321,Quarter,1989 Q2,K03000001,,HMF,
322,Quarter,1989 Q3,K03000001,,HMF,
319,Quarter,1989 Q4,K03000001,,HMF,
319,Quarter,1990 Q1,K03000001,,HMF,
316,Quarter,1990 Q2,K03000001,,HMF,
316,Quarter,1990 Q3,K03000001,,HMF,
313,Quarter,1990 Q4,K03000001,,HMF,
313,Quarter,1991 Q1,K03000001,,HMF,
310,Quarter,1991 Q2,K03000001,,HMF,
309,Quarter,1991 Q3,K03000001,,HMF,
309,Quarter,1991 Q4,K03000001,,HMF,
307,Quarter,1992 Q1,K03000001,,HMF,
303,Quarter,1992 Q2,K03000001,,HMF,
299,Quarter,1992 Q3,K03000001,,HMF,
294,Quarter,1992 Q4,K03000001,,HMF,
289,Quarter,1993 Q1,K03000001,,HMF,
284,Quarter,1993 Q2,K03000001,,HMF,
279,Quarter,1993 Q3,K03000001,,HMF,
271,Quarter,1993 Q4,K03000001,,HMF,
267,Quarter,1994 Q1,K03000001,,HMF,
262,Quarter,1994 Q2,K03000001,,HMF,
257,Quarter,1994 Q3,K03000001,,HMF,
248,Quarter,1994 Q4,K03000001,,HMF,
244,Quarter,1995 Q1,K03000001,,HMF,
241,Quarter,1995 Q2,K03000001,,HMF,
237,Quarter,1995 Q3,K03000001,,HMF,
236,Quarter,1995 Q4,K03000001,,HMF,
234,Quarter,1996 Q1,K03000001,,HMF,
230,Quarter,1996 Q2,K03000001,,HMF,
226,Quarter,1996 Q3,K03000001,,HMF,
224,Quarter,1996 Q4,K03000001,,HMF,
223,Quarter,1997 Q1,K03000001,,HMF,
219,Quarter,1997 Q2,K03000001,,HMF,
222,Quarter,1997 Q3,K03000001,,HMF,
219,Quarter,1997 Q4,K03000001,,HMF,
219,Quarter,1998 Q1,K03000001,,HMF,
219,Quarter,1998 Q2,K03000001,,HMF,
218,Quarter,1998 Q3,K03000001,,HMF,
219,Quarter,1998 Q4,K03000001,,HMF,
218,Quarter,1999 Q1,K03000001,,HMF,
217,Quarter,1999 Q2,K03000001,,HMF,
217,Quarter,1999 Q3,K03000001,,HMF,
217,Quarter,1999 Q4,K03000001,,HMF,
217,Quarter,2000 Q1,K03000001,,HMF,
216,Quarter,2000 Q2,K03000001,,HMF,
215,Quarter,2000 Q3,K03000001,,HMF,
215,Quarter,2000 Q4,K03000001,,HMF,
215,Quarter,2001 Q1,K03000001,,HMF,
213,Quarter,2001 Q2,K03000001,,HMF,
213,Quarter,2001 Q3,K03000001,,HMF,
214,Quarter,2001 Q4,K03000001,,HMF,
214,Quarter,2002 Q1,K03000001,,HMF,
214,Quarter,2002 Q2,K03000001,,HMF,
214,Quarter,2002 Q3,K03000001,,HMF,
215,Quarter,2002 Q4,K03000001,,HMF,
221,Quarter,2003 Q1,K03000001,,HMF,
222,Quarter,2003 Q2,K03000001,,HMF,
221,Quarter,2003 Q3,K03000001,,HMF,
221,Quarter,2003 Q4,K03000001,,HMF,
219,Quarter,2004 Q1,K03000001,,HMF,
218,Quarter,2004 Q2,K03000001,,HMF,
215,Quarter,2004 Q3,K03000001,,HMF,
214,Quarter,2004 Q4,K03000001,,HMF,
212,Quarter,2005 Q1,K03000001,,HMF,
209,Quarter,2005 Q2,K03000001,,HMF,
207,Quarter,2005 Q3,K03000001,,HMF,
206,Quarter,2005 Q4,K03000001,,HMF,
205,Quarter,2006 Q1,K03000001,,HMF,
203,Quarter,2006 Q2,K03000001,,HMF,
201,Quarter,2006 Q3,K03000001,,HMF,
202,Quarter,2006 Q4,K03000001,,HMF,
199,Quarter,2007 Q1,K03000001,,HMF,
197,Quarter,2007 Q2,K03000001,,HMF,
194,Quarter,2007 Q3,K03000001,,HMF,
194,Quarter,2007 Q4,K03000001,,HMF,
194,Quarter,2008 Q1,K03000001,,HMF,
193,Quarter,2008 Q2,K03000001,,HMF,
193,Quarter,2008 Q3,K03000001,,HMF,
193,Quarter,2008 Q4,K03000001,,HMF,
196,Quarter,2009 Q1,K03000001,,HMF,
196,Quarter,2009 Q2,K03000001,,HMF,
199,Quarter,2009 Q3,K03000001,,HMF,
198,Quarter,2009 Q4,K03000001,,HMF,
199,Quarter,2010 Q1,K03000001,,HMF,
197,Quarter,2010 Q2,K03000001,,HMF,
196,Quarter,2010 Q3,K03000001,,HMF,
194,Quarter,2010 Q4,K03000001,,HMF,
193,Quarter,2011 Q1,K03000001,,HMF,
192,Quarter,2011 Q2,K03000001,,HMF,
191,Quarter,2011 Q3,K03000001,,HMF,
189,Quarter,2011 Q4,K03000001,,HMF,
186,Quarter,2012 Q1,K03000001,,HMF,
185,Quarter,2012 Q2,K03000001,,HMF,
182,Quarter,2012 Q3,K03000001,,HMF,
178,Quarter,2012 Q4,K03000001,,HMF,
177,Quarter,2013 Q1,K03000001,,HMF,
174,Quarter,2013 Q2,K03000001,,HMF,
173,Quarter,2013 Q3,K03000001,,HMF,
167,Quarter,2013 Q4,K03000001,,HMF,
166,Quarter,2014 Q1,K03000001,,HMF,
164,Quarter,2014 Q2,K03000001,,HMF,
163,Quarter,2014 Q3,K03000001,,HMF,
161,Quarter,2014 Q4,K03000001,,HMF,
160,Quarter,2015 Q1,K03000001,,HMF,
159,Quarter,2015 Q2,K03000001,,HMF,
159,Quarter,2015 Q3,K03000001,,HMF,
158,Quarter,2015 Q4,K03000001,,HMF,
158,Quarter,2016 Q1,K03000001,,HMF,
157,Quarter,2016 Q2,K03000001,,HMF,
157,Quarter,2016 Q3,K03000001,,HMF,
157,Quarter,2016 Q4,K03000001,,HMF,
157,Quarter,2017 Q1,K03000001,,HMF,
155,Quarter,2017 Q2,K03000001,,HMF,
1835,Quarter,1959 Q2,K03000001,,SEJ,
1834,Quarter,1959 Q3,K03000001,,SEJ,
1820,Quarter,1959 Q4,K03000001,,SEJ,
1824,Quarter,1960 Q1,K03000001,,SEJ,
1839,Quarter,1960 Q2,K03000001,,SEJ,
1839,Quarter,1960 Q3,K03000001,,SEJ,
1826,Quarter,1960 Q4,K03000001,,SEJ,
1827,Quarter,1961 Q1,K03000001,,SEJ,
1831,Quarter,1961 Q2,K03000001,,SEJ,
1824,Quarter,1961 Q3,K03000001,,SEJ,
1812,Quarter,1961 Q4,K03000001,,SEJ,
1809,Quarter,1962 Q1,K03000001,,SEJ,
1829,Quarter,1962 Q2,K03000001,,SEJ,
1820,Quarter,1962 Q3,K03000001,,SEJ,
1809,Quarter,1962 Q4,K03000001,,SEJ,
1802,Quarter,1963 Q1,K03000001,,SEJ,
1824,Quarter,1963 Q2,K03000001,,SEJ,
1817,Quarter,1963 Q3,K03000001,,SEJ,
1807,Quarter,1963 Q4,K03000001,,SEJ,
1798,Quarter,1964 Q1,K03000001,,SEJ,
1819,Quarter,1964 Q2,K03000001,,SEJ,
1821,Quarter,1964 Q3,K03000001,,SEJ,
1806,Quarter,1964 Q4,K03000001,,SEJ,
1798,Quarter,1965 Q1,K03000001,,SEJ,
1813,Quarter,1965 Q2,K03000001,,SEJ,
1826,Quarter,1965 Q3,K03000001,,SEJ,
1803,Quarter,1965 Q4,K03000001,,SEJ,
1795,Quarter,1966 Q1,K03000001,,SEJ,
1807,Quarter,1966 Q2,K03000001,,SEJ,
1850,Quarter,1966 Q3,K03000001,,SEJ,
1848,Quarter,1966 Q4,K03000001,,SEJ,
1867,Quarter,1967 Q1,K03000001,,SEJ,
1898,Quarter,1967 Q2,K03000001,,SEJ,
1931,Quarter,1967 Q3,K03000001,,SEJ,
1912,Quarter,1967 Q4,K03000001,,SEJ,
1915,Quarter,1968 Q1,K03000001,,SEJ,
1931,Quarter,1968 Q2,K03000001,,SEJ,
1966,Quarter,1968 Q3,K03000001,,SEJ,
1966,Quarter,1968 Q4,K03000001,,SEJ,
1983,Quarter,1969 Q1,K03000001,,SEJ,
2010,Quarter,1969 Q2,K03000001,,SEJ,
2032,Quarter,1969 Q3,K03000001,,SEJ,
2036,Quarter,1969 Q4,K03000001,,SEJ,
2054,Quarter,1970 Q1,K03000001,,SEJ,
2069,Quarter,1970 Q2,K03000001,,SEJ,
2043,Quarter,1970 Q3,K03000001,,SEJ,
2018,Quarter,1970 Q4,K03000001,,SEJ,
2094,Quarter,1971 Q1,K03000001,,SEJ,
2088,Quarter,1971 Q2,K03000001,,SEJ,
2081,Quarter,1971 Q3,K03000001,,SEJ,
2076,Quarter,1971 Q4,K03000001,,SEJ,
2092,Quarter,1972 Q1,K03000001,,SEJ,
2071,Quarter,1972 Q2,K03000001,,SEJ,
2078,Quarter,1972 Q3,K03000001,,SEJ,
2092,Quarter,1972 Q4,K03000001,,SEJ,
2124,Quarter,1973 Q1,K03000001,,SEJ,
2113,Quarter,1973 Q2,K03000001,,SEJ,
2103,Quarter,1973 Q3,K03000001,,SEJ,
2099,Quarter,1973 Q4,K03000001,,SEJ,
2111,Quarter,1974 Q1,K03000001,,SEJ,
2083,Quarter,1974 Q2,K03000001,,SEJ,
2084,Quarter,1974 Q3,K03000001,,SEJ,
2084,Quarter,1974 Q4,K03000001,,SEJ,
2102,Quarter,1975 Q1,K03000001,,SEJ,
2088,Quarter,1975 Q2,K03000001,,SEJ,
2073,Quarter,1975 Q3,K03000001,,SEJ,
2079,Quarter,1975 Q4,K03000001,,SEJ,
2054,Quarter,1976 Q1,K03000001,,SEJ,
2051,Quarter,1976 Q2,K03000001,,SEJ,
2030,Quarter,1976 Q3,K03000001,,SEJ,
2039,Quarter,1976 Q4,K03000001,,SEJ,
2025,Quarter,1977 Q1,K03000001,,SEJ,
2015,Quarter,1977 Q2,K03000001,,SEJ,
2016,Quarter,1977 Q3,K03000001,,SEJ,
2038,Quarter,1977 Q4,K03000001,,SEJ,
2039,Quarter,1978 Q1,K03000001,,SEJ,
2023,Quarter,1978 Q2,K03000001,,SEJ,
2025,Quarter,1978 Q3,K03000001,,SEJ,
2028,Quarter,1978 Q4,K03000001,,SEJ,
2027,Quarter,1979 Q1,K03000001,,SEJ,
2028,Quarter,1979 Q2,K03000001,,SEJ,
2060,Quarter,1979 Q3,K03000001,,SEJ,
2089,Quarter,1979 Q4,K03000001,,SEJ,
2119,Quarter,1980 Q1,K03000001,,SEJ,
2152,Quarter,1980 Q2,K03000001,,SEJ,
2180,Quarter,1980 Q3,K03000001,,SEJ,
2210,Quarter,1980 Q4,K03000001,,SEJ,
2239,Quarter,1981 Q1,K03000001,,SEJ,
2271,Quarter,1981 Q2,K03000001,,SEJ,
2284,Quarter,1981 Q3,K03000001,,SEJ,
2297,Quarter,1981 Q4,K03000001,,SEJ,
2310,Quarter,1982 Q1,K03000001,,SEJ,
2323,Quarter,1982 Q2,K03000001,,SEJ,
2336,Quarter,1982 Q3,K03000001,,SEJ,
2349,Quarter,1982 Q4,K03000001,,SEJ,
2362,Quarter,1983 Q1,K03000001,,SEJ,
2375,Quarter,1983 Q2,K03000001,,SEJ,
2449,Quarter,1983 Q3,K03000001,,SEJ,
2522,Quarter,1983 Q4,K03000001,,SEJ,
2596,Quarter,1984 Q1,K03000001,,SEJ,
2670,Quarter,1984 Q2,K03000001,,SEJ,
2695,Quarter,1984 Q3,K03000001,,SEJ,
2720,Quarter,1984 Q4,K03000001,,SEJ,
2745,Quarter,1985 Q1,K03000001,,SEJ,
2772,Quarter,1985 Q2,K03000001,,SEJ,
2780,Quarter,1985 Q3,K03000001,,SEJ,
2788,Quarter,1985 Q4,K03000001,,SEJ,
2796,Quarter,1986 Q1,K03000001,,SEJ,
2807,Quarter,1986 Q2,K03000001,,SEJ,
2858,Quarter,1986 Q3,K03000001,,SEJ,
2909,Quarter,1986 Q4,K03000001,,SEJ,
2960,Quarter,1987 Q1,K03000001,,SEJ,
3018,Quarter,1987 Q2,K03000001,,SEJ,
3066,Quarter,1987 Q3,K03000001,,SEJ,
3115,Quarter,1987 Q4,K03000001,,SEJ,
3163,Quarter,1988 Q1,K03000001,,SEJ,
3215,Quarter,1988 Q2,K03000001,,SEJ,
3290,Quarter,1988 Q3,K03000001,,SEJ,
3364,Quarter,1988 Q4,K03000001,,SEJ,
3439,Quarter,1989 Q1,K03000001,,SEJ,
3511,Quarter,1989 Q2,K03000001,,SEJ,
3520,Quarter,1989 Q3,K03000001,,SEJ,
3530,Quarter,1989 Q4,K03000001,,SEJ,
3539,Quarter,1990 Q1,K03000001,,SEJ,
3554,Quarter,1990 Q2,K03000001,,SEJ,
3516,Quarter,1990 Q3,K03000001,,SEJ,
3478,Quarter,1990 Q4,K03000001,,SEJ,
3440,Quarter,1991 Q1,K03000001,,SEJ,
3404,Quarter,1991 Q2,K03000001,,SEJ,
3389,Quarter,1991 Q3,K03000001,,SEJ,
3375,Quarter,1991 Q4,K03000001,,SEJ,
3360,Quarter,1992 Q1,K03000001,,SEJ,
3351,Quarter,1992 Q2,K03000001,,SEJ,
3324,Quarter,1992 Q3,K03000001,,SEJ,
3246,Quarter,1992 Q4,K03000001,,SEJ,
3345,Quarter,1993 Q1,K03000001,,SEJ,
3323,Quarter,1993 Q2,K03000001,,SEJ,
3334,Quarter,1993 Q3,K03000001,,SEJ,
3391,Quarter,1993 Q4,K03000001,,SEJ,
3411,Quarter,1994 Q1,K03000001,,SEJ,
3421,Quarter,1994 Q2,K03000001,,SEJ,
3453,Quarter,1994 Q3,K03000001,,SEJ,
3485,Quarter,1994 Q4,K03000001,,SEJ,
3485,Quarter,1995 Q1,K03000001,,SEJ,
3496,Quarter,1995 Q2,K03000001,,SEJ,
3502,Quarter,1995 Q3,K03000001,,SEJ,
3481,Quarter,1995 Q4,K03000001,,SEJ,
3442,Quarter,1996 Q1,K03000001,,SEJ,
3454,Quarter,1996 Q2,K03000001,,SEJ,
3491,Quarter,1996 Q3,K03000001,,SEJ,
3469,Quarter,1996 Q4,K03000001,,SEJ,
3405,Quarter,1997 Q1,K03000001,,SEJ,
3404,Quarter,1997 Q2,K03000001,,SEJ,
3394,Quarter,1997 Q3,K03000001,,SEJ,
3370,Quarter,1997 Q4,K03000001,,SEJ,
3337,Quarter,1998 Q1,K03000001,,SEJ,
3284,Quarter,1998 Q2,K03000001,,SEJ,
3260,Quarter,1998 Q3,K03000001,,SEJ,
3289,Quarter,1998 Q4,K03000001,,SEJ,
3255,Quarter,1999 Q1,K03000001,,SEJ,
3280,Quarter,1999 Q2,K03000001,,SEJ,
3256,Quarter,1999 Q3,K03000001,,SEJ,
3252,Quarter,1999 Q4,K03000001,,SEJ,
3205,Quarter,2000 Q1,K03000001,,SEJ,
3176,Quarter,2000 Q2,K03000001,,SEJ,
3184,Quarter,2000 Q3,K03000001,,SEJ,
3183,Quarter,2000 Q4,K03000001,,SEJ,
3182,Quarter,2001 Q1,K03000001,,SEJ,
3198,Quarter,2001 Q2,K03000001,,SEJ,
3193,Quarter,2001 Q3,K03000001,,SEJ,
3196,Quarter,2001 Q4,K03000001,,SEJ,
3191,Quarter,2002 Q1,K03000001,,SEJ,
3268,Quarter,2002 Q2,K03000001,,SEJ,
3299,Quarter,2002 Q3,K03000001,,SEJ,
3283,Quarter,2002 Q4,K03000001,,SEJ,
3374,Quarter,2003 Q1,K03000001,,SEJ,
3445,Quarter,2003 Q2,K03000001,,SEJ,
3538,Quarter,2003 Q3,K03000001,,SEJ,
3510,Quarter,2003 Q4,K03000001,,SEJ,
3515,Quarter,2004 Q1,K03000001,,SEJ,
3515,Quarter,2004 Q2,K03000001,,SEJ,
3486,Quarter,2004 Q3,K03000001,,SEJ,
3493,Quarter,2004 Q4,K03000001,,SEJ,
3493,Quarter,2005 Q1,K03000001,,SEJ,
3498,Quarter,2005 Q2,K03000001,,SEJ,
3533,Quarter,2005 Q3,K03000001,,SEJ,
3573,Quarter,2005 Q4,K03000001,,SEJ,
3607,Quarter,2006 Q1,K03000001,,SEJ,
3588,Quarter,2006 Q2,K03000001,,SEJ,
3660,Quarter,2006 Q3,K03000001,,SEJ,
3689,Quarter,2006 Q4,K03000001,,SEJ,
3687,Quarter,2007 Q1,K03000001,,SEJ,
3691,Quarter,2007 Q2,K03000001,,SEJ,
3722,Quarter,2007 Q3,K03000001,,SEJ,
3715,Quarter,2007 Q4,K03000001,,SEJ,
3715,Quarter,2008 Q1,K03000001,,SEJ,
3718,Quarter,2008 Q2,K03000001,,SEJ,
3689,Quarter,2008 Q3,K03000001,,SEJ,
3728,Quarter,2008 Q4,K03000001,,SEJ,
3739,Quarter,2009 Q1,K03000001,,SEJ,
3721,Quarter,2009 Q2,K03000001,,SEJ,
3775,Quarter,2009 Q3,K03000001,,SEJ,
3761,Quarter,2009 Q4,K03000001,,SEJ,
3833,Quarter,2010 Q1,K03000001,,SEJ,
3877,Quarter,2010 Q2,K03000001,,SEJ,
3880,Quarter,2010 Q3,K03000001,,SEJ,
3970,Quarter,2010 Q4,K03000001,,SEJ,
3952,Quarter,2011 Q1,K03000001,,SEJ,
3965,Quarter,2011 Q2,K03000001,,SEJ,
4132,Quarter,2011 Q3,K03000001,,SEJ,
4083,Quarter,2011 Q4,K03000001,,SEJ,
4181,Quarter,2012 Q1,K03000001,,SEJ,
4225,Quarter,2012 Q2,K03000001,,SEJ,
4231,Quarter,2012 Q3,K03000001,,SEJ,
4157,Quarter,2012 Q4,K03000001,,SEJ,
4188,Quarter,2013 Q1,K03000001,,SEJ,
4159,Quarter,2013 Q2,K03000001,,SEJ,
4268,Quarter,2013 Q3,K03000001,,SEJ,
4449,Quarter,2013 Q4,K03000001,,SEJ,
4547,Quarter,2014 Q1,K03000001,,SEJ,
4545,Quarter,2014 Q2,K03000001,,SEJ,
4525,Quarter,2014 Q3,K03000001,,SEJ,
4477,Quarter,2014 Q4,K03000001,,SEJ,
4376,Quarter,2015 Q1,K03000001,,SEJ,
4385,Quarter,2015 Q2,K03000001,,SEJ,
4461,Quarter,2015 Q3,K03000001,,SEJ,
4418,Quarter,2015 Q4,K03000001,,SEJ,
4431,Quarter,2016 Q1,K03000001,,SEJ,
4522,Quarter,2016 Q2,K03000001,,SEJ,
4499,Quarter,2016 Q3,K03000001,,SEJ,
4530,Quarter,2016 Q4,K03000001,,SEJ,
4507,Quarter,2017 Q1,K03000001,,SEJ,
4546,Quarter,2017 Q2,K03000001,,SEJ,
25555,Quarter,1959 Q2,K03000001,,WFJ,
25659,Quarter,1959 Q3,K03000001,,WFJ,
25750,Quarter,1959 Q4,K03000001,,WFJ,
25904,Quarter,1960 Q1,K03000001,,WFJ,
26015,Quarter,1960 Q2,K03000001,,WFJ,
26060,Quarter,1960 Q3,K03000001,,WFJ,
26246,Quarter,1960 Q4,K03000001,,WFJ,
26345,Quarter,1961 Q1,K03000001,,WFJ,
26311,Quarter,1961 Q2,K03000001,,WFJ,
26374,Quarter,1961 Q3,K03000001,,WFJ,
26300,Quarter,1961 Q4,K03000001,,WFJ,
26450,Quarter,1962 Q1,K03000001,,WFJ,
26506,Quarter,1962 Q2,K03000001,,WFJ,
26484,Quarter,1962 Q3,K03000001,,WFJ,
26414,Quarter,1962 Q4,K03000001,,WFJ,
26328,Quarter,1963 Q1,K03000001,,WFJ,
26541,Quarter,1963 Q2,K03000001,,WFJ,
26564,Quarter,1963 Q3,K03000001,,WFJ,
26707,Quarter,1963 Q4,K03000001,,WFJ,
26759,Quarter,1964 Q1,K03000001,,WFJ,
26861,Quarter,1964 Q2,K03000001,,WFJ,
26983,Quarter,1964 Q3,K03000001,,WFJ,
27061,Quarter,1964 Q4,K03000001,,WFJ,
27116,Quarter,1965 Q1,K03000001,,WFJ,
27145,Quarter,1965 Q2,K03000001,,WFJ,
27165,Quarter,1965 Q3,K03000001,,WFJ,
27285,Quarter,1965 Q4,K03000001,,WFJ,
27331,Quarter,1966 Q1,K03000001,,WFJ,
27323,Quarter,1966 Q2,K03000001,,WFJ,
27330,Quarter,1966 Q3,K03000001,,WFJ,
27083,Quarter,1966 Q4,K03000001,,WFJ,
26932,Quarter,1967 Q1,K03000001,,WFJ,
26958,Quarter,1967 Q2,K03000001,,WFJ,
26997,Quarter,1967 Q3,K03000001,,WFJ,
26874,Quarter,1967 Q4,K03000001,,WFJ,
26830,Quarter,1968 Q1,K03000001,,WFJ,
26807,Quarter,1968 Q2,K03000001,,WFJ,
26833,Quarter,1968 Q3,K03000001,,WFJ,
26843,Quarter,1968 Q4,K03000001,,WFJ,
26836,Quarter,1969 Q1,K03000001,,WFJ,
26842,Quarter,1969 Q2,K03000001,,WFJ,
26841,Quarter,1969 Q3,K03000001,,WFJ,
26811,Quarter,1969 Q4,K03000001,,WFJ,
26843,Quarter,1970 Q1,K03000001,,WFJ,
26746,Quarter,1970 Q2,K03000001,,WFJ,
26692,Quarter,1970 Q3,K03000001,,WFJ,
26631,Quarter,1970 Q4,K03000001,,WFJ,
26427,Quarter,1971 Q1,K03000001,,WFJ,
26407,Quarter,1971 Q2,K03000001,,WFJ,
26218,Quarter,1971 Q3,K03000001,,WFJ,
26205,Quarter,1971 Q4,K03000001,,WFJ,
26401,Quarter,1972 Q1,K03000001,,WFJ,
26396,Quarter,1972 Q2,K03000001,,WFJ,
26514,Quarter,1972 Q3,K03000001,,WFJ,
26687,Quarter,1972 Q4,K03000001,,WFJ,
27034,Quarter,1973 Q1,K03000001,,WFJ,
27022,Quarter,1973 Q2,K03000001,,WFJ,
27055,Quarter,1973 Q3,K03000001,,WFJ,
27082,Quarter,1973 Q4,K03000001,,WFJ,
27055,Quarter,1974 Q1,K03000001,,WFJ,
27112,Quarter,1974 Q2,K03000001,,WFJ,
27211,Quarter,1974 Q3,K03000001,,WFJ,
27154,Quarter,1974 Q4,K03000001,,WFJ,
27065,Quarter,1975 Q1,K03000001,,WFJ,
27022,Quarter,1975 Q2,K03000001,,WFJ,
26954,Quarter,1975 Q3,K03000001,,WFJ,
26880,Quarter,1975 Q4,K03000001,,WFJ,
26803,Quarter,1976 Q1,K03000001,,WFJ,
26784,Quarter,1976 Q2,K03000001,,WFJ,
26775,Quarter,1976 Q3,K03000001,,WFJ,
26816,Quarter,1976 Q4,K03000001,,WFJ,
26822,Quarter,1977 Q1,K03000001,,WFJ,
26822,Quarter,1977 Q2,K03000001,,WFJ,
26846,Quarter,1977 Q3,K03000001,,WFJ,
26872,Quarter,1977 Q4,K03000001,,WFJ,
26943,Quarter,1978 Q1,K03000001,,WFJ,
26988,Quarter,1978 Q2,K03000001,,WFJ,
27091,Quarter,1978 Q3,K03000001,,WFJ,
27274,Quarter,1978 Q4,K03000001,,WFJ,
27303,Quarter,1979 Q1,K03000001,,WFJ,
27413,Quarter,1979 Q2,K03000001,,WFJ,
27493,Quarter,1979 Q3,K03000001,,WFJ,
27541,Quarter,1979 Q4,K03000001,,WFJ,
27465,Quarter,1980 Q1,K03000001,,WFJ,
27369,Quarter,1980 Q2,K03000001,,WFJ,
27107,Quarter,1980 Q3,K03000001,,WFJ,
26813,Quarter,1980 Q4,K03000001,,WFJ,
26550,Quarter,1981 Q1,K03000001,,WFJ,
26348,Quarter,1981 Q2,K03000001,,WFJ,
26249,Quarter,1981 Q3,K03000001,,WFJ,
26047,Quarter,1981 Q4,K03000001,,WFJ,
25990,Quarter,1982 Q1,K03000001,,WFJ,
25895,Quarter,1982 Q2,K03000001,,WFJ,
25789,Quarter,1982 Q3,K03000001,,WFJ,
25588,Quarter,1982 Q4,K03000001,,WFJ,
25521,Quarter,1983 Q1,K03000001,,WFJ,
25589,Quarter,1983 Q2,K03000001,,WFJ,
25879,Quarter,1983 Q3,K03000001,,WFJ,
26044,Quarter,1983 Q4,K03000001,,WFJ,
26174,Quarter,1984 Q1,K03000001,,WFJ,
26291,Quarter,1984 Q2,K03000001,,WFJ,
26416,Quarter,1984 Q3,K03000001,,WFJ,
26507,Quarter,1984 Q4,K03000001,,WFJ,
26559,Quarter,1985 Q1,K03000001,,WFJ,
26607,Quarter,1985 Q2,K03000001,,WFJ,
26677,Quarter,1985 Q3,K03000001,,WFJ,
26654,Quarter,1985 Q4,K03000001,,WFJ,
26612,Quarter,1986 Q1,K03000001,,WFJ,
26656,Quarter,1986 Q2,K03000001,,WFJ,
26762,Quarter,1986 Q3,K03000001,,WFJ,
26817,Quarter,1986 Q4,K03000001,,WFJ,
26880,Quarter,1987 Q1,K03000001,,WFJ,
27186,Quarter,1987 Q2,K03000001,,WFJ,
27474,Quarter,1987 Q3,K03000001,,WFJ,
27734,Quarter,1987 Q4,K03000001,,WFJ,
27948,Quarter,1988 Q1,K03000001,,WFJ,
28160,Quarter,1988 Q2,K03000001,,WFJ,
28439,Quarter,1988 Q3,K03000001,,WFJ,
28643,Quarter,1988 Q4,K03000001,,WFJ,
28946,Quarter,1989 Q1,K03000001,,WFJ,
29050,Quarter,1989 Q2,K03000001,,WFJ,
29157,Quarter,1989 Q3,K03000001,,WFJ,
29265,Quarter,1989 Q4,K03000001,,WFJ,
29285,Quarter,1990 Q1,K03000001,,WFJ,
29368,Quarter,1990 Q2,K03000001,,WFJ,
29262,Quarter,1990 Q3,K03000001,,WFJ,
29043,Quarter,1990 Q4,K03000001,,WFJ,
28733,Quarter,1991 Q1,K03000001,,WFJ,
28445,Quarter,1991 Q2,K03000001,,WFJ,
28275,Quarter,1991 Q3,K03000001,,WFJ,
28126,Quarter,1991 Q4,K03000001,,WFJ,
28118,Quarter,1992 Q1,K03000001,,WFJ,
27961,Quarter,1992 Q2,K03000001,,WFJ,
27554,Quarter,1992 Q3,K03000001,,WFJ,
27415,Quarter,1992 Q4,K03000001,,WFJ,
27531,Quarter,1993 Q1,K03000001,,WFJ,
27515,Quarter,1993 Q2,K03000001,,WFJ,
27578,Quarter,1993 Q3,K03000001,,WFJ,
27650,Quarter,1993 Q4,K03000001,,WFJ,
27627,Quarter,1994 Q1,K03000001,,WFJ,
27676,Quarter,1994 Q2,K03000001,,WFJ,
27872,Quarter,1994 Q3,K03000001,,WFJ,
27946,Quarter,1994 Q4,K03000001,,WFJ,
27929,Quarter,1995 Q1,K03000001,,WFJ,
28043,Quarter,1995 Q2,K03000001,,WFJ,
28046,Quarter,1995 Q3,K03000001,,WFJ,
28195,Quarter,1995 Q4,K03000001,,WFJ,
28100,Quarter,1996 Q1,K03000001,,WFJ,
