V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Accommodation type_codelist,Accommodation type,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Household Type_codelist,HouseholdType
0.199367182,0.026944892,29876,Quarter,2017 Q1,K04000001,,,House,,Prevalence rate,,Theft from a dwelling and meter,,All households
0.0,0.0,81,Quarter,2017 Q1,K04000001,,,Other accommodation,,Prevalence rate,,Theft from a dwelling and meter,,All households
0.191749122,0.041755653,10877,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Prevalence rate,,Theft from a dwelling and meter,,All households
0.261602787,0.053230217999999996,10183,Quarter,2017 Q1,K04000001,,,Terraced house,,Prevalence rate,,Theft from a dwelling and meter,,All households
5.79814758,0.258914976,8816,Quarter,2017 Q1,K04000001,,,Detached house,,Prevalence rate,,All household theft,,All households
7.229072059,0.37969187,5285,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Prevalence rate,,All household theft,,All households
7.563322395,0.166594173,29876,Quarter,2017 Q1,K04000001,,,House,,Prevalence rate,,All household theft,,All households
1.349539165,1.3411500570000001,81,Quarter,2017 Q1,K04000001,,,Other accommodation,,Prevalence rate,,All household theft,,All households
7.452762342000001,0.265872386,10877,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Prevalence rate,,All household theft,,All households
9.025985372000001,0.296570383,10183,Quarter,2017 Q1,K04000001,,,Terraced house,,Prevalence rate,,All household theft,,All households
1.40049057,0.135060621,8816,Quarter,2017 Q1,K04000001,,,Detached house,,Prevalence rate,,Theft from outside dwelling,,All households
1.4570109919999998,0.177696367,5285,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Prevalence rate,,Theft from outside dwelling,,All households
1.84298558,0.08290484099999999,29876,Quarter,2017 Q1,K04000001,,,House,,Prevalence rate,,Theft from outside dwelling,,All households
0.0,0.0,81,Quarter,2017 Q1,K04000001,,,Other accommodation,,Prevalence rate,,Theft from outside dwelling,,All households
1.740630261,0.1278712,10877,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Prevalence rate,,Theft from outside dwelling,,All households
2.28545268,0.156900235,10183,Quarter,2017 Q1,K04000001,,,Terraced house,,Prevalence rate,,Theft from outside dwelling,,All households
8.040165692999999,0.320879774,8816,Quarter,2017 Q1,K04000001,,,Detached house,,Prevalence rate,,All household crime,,All households
9.706382493,0.43636759700000005,5285,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Prevalence rate,,All household crime,,All households
10.54303248,0.202481036,29876,Quarter,2017 Q1,K04000001,,,House,,Prevalence rate,,All household crime,,All households
1.349539165,1.3411500570000001,81,Quarter,2017 Q1,K04000001,,,Other accommodation,,Prevalence rate,,All household crime,,All households
10.10349607,0.310981744,10877,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Prevalence rate,,All household crime,,All households
12.90415194,0.34964745799999997,10183,Quarter,2017 Q1,K04000001,,,Terraced house,,Prevalence rate,,All household crime,,All households
2.569821133,0.18792801,8816,Quarter,2017 Q1,K04000001,,,Detached house,,Prevalence rate,,Criminal damage  ,,All households
2.98851747,0.247736925,5285,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Prevalence rate,,Criminal damage  ,,All households
3.574858482,0.116501353,29876,Quarter,2017 Q1,K04000001,,,House,,Prevalence rate,,Criminal damage  ,,All households
0.0,0.0,81,Quarter,2017 Q1,K04000001,,,Other accommodation,,Prevalence rate,,Criminal damage  ,,All households
3.2565897969999997,0.176261456,10877,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Prevalence rate,,Criminal damage  ,,All households
4.666961866,0.211284275,10183,Quarter,2017 Q1,K04000001,,,Terraced house,,Prevalence rate,,Criminal damage  ,,All households
