V4_0,Time_codelist,Time,Geography_codelist,Geography,Costs_codelist,Costs,Growth Period_codelist,Growth Period,SA / NSA_codelist,SA / NSA,SIC_codelist,SIC
0.3,Quarter,2015 Q1,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
-1.6,Quarter,2015 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
-3.5,Quarter,2015 Q1,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_S Other Service Activities
-4.0,Quarter,2015 Q1,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_S Other Service Activities
-2.4,Quarter,2015 Q1,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_S Other Service Activities
-2.8,Quarter,2015 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_S Other Service Activities
7.2,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
7.2,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
-7.5,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
8.0,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
-7.5,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_B Mining and Quarrying
-16.3,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_B Mining and Quarrying
8.0,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_B Mining and Quarrying
-11.9,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_B Mining and Quarrying
1.9,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
-0.4,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
3.9,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
1.4,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
-5.6,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
-2.1,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
-7.4,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
-5.1,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
0.9,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
0.8,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
-0.8,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
3.4,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
3.8,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
3.1,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
4.4,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
7.5,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
1.6,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
0.8,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
4.0,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
0.8,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
1.7,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
2.3,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
-2.0,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
2.3,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
-0.5,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
-2.2,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
6.1,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
-2.0,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
2.1,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_F Construction
2.4,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_F Construction
1.1,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_F Construction
2.1,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_F Construction
-2.1,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
-1.0,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
-6.7,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
1.7,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
1.5,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
1.7,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
0.0,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
1.5,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
0.8,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_H Transport and Storage
0.5,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_H Transport and Storage
3.7,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_H Transport and Storage
1.3,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_H Transport and Storage
0.5,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
1.0,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
-4.1,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
0.2,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
-1.6,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_J Information and Communication
-1.0,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_J Information and Communication
0.5,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_J Information and Communication
0.2,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_J Information and Communication
0.7,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_K Financial & Insurance Activities
0.3,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_K Financial & Insurance Activities
2.1,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_K Financial & Insurance Activities
1.8,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_K Financial & Insurance Activities
-1.8,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_L Real Estate Activities
-2.5,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_L Real Estate Activities
3.8,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_L Real Estate Activities
-0.5,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_L Real Estate Activities
-0.9,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
-1.9,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
1.0,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
-0.6,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
1.1,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_N Administrative and Support Service Activities
1.5,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_N Administrative and Support Service Activities
3.9,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_N Administrative and Support Service Activities
2.4,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_N Administrative and Support Service Activities
0.5,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_O Public Administration
0.0,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_O Public Administration
0.3,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_O Public Administration
0.8,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_O Public Administration
-1.0,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_P Education
-1.3,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_P Education
-0.3,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_P Education
-0.8,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_P Education
-0.9,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_Q Health and Social Work
1.2,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_Q Health and Social Work
-5.7,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_Q Health and Social Work
-1.1,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_Q Health and Social Work
1.6,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
3.6,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
4.4,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
4.4,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
0.5,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_S Other Service Activities
0.9,Quarter,2015 Q2,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_S Other Service Activities
0.8,Quarter,2015 Q2,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_S Other Service Activities
0.1,Quarter,2015 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_S Other Service Activities
-1.2,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
0.3,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
-0.7,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
-1.5,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
6.4,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_B Mining and Quarrying
13.3,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_B Mining and Quarrying
-8.0,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_B Mining and Quarrying
6.3,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_B Mining and Quarrying
-3.1,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
-1.5,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
-7.7,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
-2.1,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
12.7,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
8.9,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
12.9,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
13.8,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
-2.7,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
-2.3,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
-3.6,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
-3.1,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
2.2,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
3.4,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
-3.2,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
1.2,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
-3.6,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
-3.7,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
-3.6,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
-0.2,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
-0.1,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
0.0,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
-0.6,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
-0.1,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
-1.6,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
-0.5,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
-6.4,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
-1.0,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
4.7,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_F Construction
4.3,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_F Construction
9.2,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_F Construction
4.7,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_F Construction
1.7,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
0.9,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
6.4,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
3.0,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
1.8,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
2.2,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
0.6,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
2.3,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
-1.2,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_H Transport and Storage
-1.7,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_H Transport and Storage
-1.8,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_H Transport and Storage
-1.3,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_H Transport and Storage
-1.0,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
-1.6,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
4.0,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
-0.5,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
1.9,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_J Information and Communication
1.4,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_J Information and Communication
0.9,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_J Information and Communication
0.4,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_J Information and Communication
2.1,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_K Financial & Insurance Activities
2.5,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_K Financial & Insurance Activities
0.9,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_K Financial & Insurance Activities
1.0,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_K Financial & Insurance Activities
2.3,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_L Real Estate Activities
1.0,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_L Real Estate Activities
6.7,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_L Real Estate Activities
2.3,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_L Real Estate Activities
0.4,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
0.9,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
0.2,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
0.6,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
-1.9,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_N Administrative and Support Service Activities
-2.2,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_N Administrative and Support Service Activities
0.1,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_N Administrative and Support Service Activities
-2.1,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Quarterly,,Seasonally adjusted,,ILCH_N Administrative and Support Service Activities
0.5,Quarter,2015 Q3,K02000001,,,Labour Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_O Public Administration
0.6,Quarter,2015 Q3,K02000001,,,Wage Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_O Public Administration
1.2,Quarter,2015 Q3,K02000001,,,Other Costs per Hour,,Quarterly,,Seasonally adjusted,,ILCH_O Public Administration
