V4_0,Time_codelist,Time,Geography_codelist,Geography,Costs_codelist,Costs,SA / NSA_codelist,SA / NSA,SIC_codelist,SIC
117.2,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
122.1,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
120.5,Quarter,2005 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
135.9,Quarter,2005 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
121.8,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
132.4,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
128.2,Quarter,2005 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
163.2,Quarter,2005 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
131.4,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_H Transport and Storage
138.1,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
135.5,Quarter,2005 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
165.3,Quarter,2005 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
136.8,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
123.5,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
119.7,Quarter,2005 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
147.7,Quarter,2005 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
125.2,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_J Information and Communication
111.9,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
109.7,Quarter,2005 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
127.9,Quarter,2005 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
124.1,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
123.9,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
123.1,Quarter,2005 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
129.5,Quarter,2005 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
126.5,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_L Real Estate Activities
127.5,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
124.0,Quarter,2005 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
153.2,Quarter,2005 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
126.1,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
127.9,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
125.4,Quarter,2005 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
146.7,Quarter,2005 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
126.7,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
124.4,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
123.2,Quarter,2005 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
132.0,Quarter,2005 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
123.8,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_O Public Administration
115.3,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
112.4,Quarter,2005 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
133.5,Quarter,2005 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
115.7,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_P Education
128.1,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
126.9,Quarter,2005 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
138.8,Quarter,2005 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
128.5,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_Q Health and Social Work
104.6,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
102.1,Quarter,2005 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
124.2,Quarter,2005 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
106.8,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
146.1,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
140.2,Quarter,2005 Q4,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
191.6,Quarter,2005 Q4,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
145.2,Quarter,2005 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_S Other Service Activities
153.3,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
154.7,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
142.5,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
153.2,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
160.8,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
147.2,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
249.4,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
143.9,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
132.9,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
130.5,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
150.3,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
127.1,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
135.8,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
129.6,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
186.8,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
135.0,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
136.0,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
127.2,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
190.8,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
127.9,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
134.0,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
127.8,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
181.9,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
132.9,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
136.2,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
131.3,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
169.7,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
132.1,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
134.5,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
130.1,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
167.0,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
131.8,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
117.1,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
109.7,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
166.7,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
114.4,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
137.1,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
135.4,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
151.0,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
135.8,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_F Construction
121.7,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
118.5,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
145.8,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
121.2,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
127.4,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
124.9,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
149.4,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
125.5,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
138.6,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
133.6,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
176.3,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
138.2,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_H Transport and Storage
139.5,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
137.0,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
164.9,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
138.3,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
134.2,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
128.1,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
174.2,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
130.6,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_J Information and Communication
228.4,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
223.5,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
262.8,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
131.0,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
129.8,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
128.9,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
135.8,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
127.9,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_L Real Estate Activities
133.1,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
129.6,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
159.3,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
129.1,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
132.2,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
129.8,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
150.1,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
129.8,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
135.3,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
134.2,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
141.7,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
134.0,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_O Public Administration
120.1,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
116.1,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
145.4,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
120.6,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_P Education
136.7,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
135.3,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
149.5,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
136.6,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_Q Health and Social Work
107.7,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
104.8,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
130.0,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
108.9,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
155.1,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
148.4,Quarter,2006 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
205.3,Quarter,2006 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
153.7,Quarter,2006 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_S Other Service Activities
144.8,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
144.9,Quarter,2006 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
144.0,Quarter,2006 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
145.4,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
164.2,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
153.5,Quarter,2006 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
233.2,Quarter,2006 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
155.4,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
135.0,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
132.1,Quarter,2006 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
156.0,Quarter,2006 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
134.7,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
132.5,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
131.0,Quarter,2006 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
144.2,Quarter,2006 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
133.0,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
124.1,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
116.8,Quarter,2006 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
169.4,Quarter,2006 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
124.6,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
130.2,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
125.5,Quarter,2006 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
166.7,Quarter,2006 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
129.3,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
130.9,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
126.0,Quarter,2006 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
164.6,Quarter,2006 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
131.3,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
130.2,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
126.6,Quarter,2006 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
156.9,Quarter,2006 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
130.3,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
117.1,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
108.8,Quarter,2006 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
172.9,Quarter,2006 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
113.7,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
136.2,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
134.3,Quarter,2006 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
150.4,Quarter,2006 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
137.4,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_F Construction
114.6,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
112.0,Quarter,2006 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
133.4,Quarter,2006 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
118.0,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
127.8,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
125.6,Quarter,2006 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
146.7,Quarter,2006 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
127.1,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
144.1,Quarter,2006 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
