V4_0,Time_codelist,Time,Geography_codelist,Geography,Tenure_codelist,Tenure
81.00690018898607,Deccenial,2011,J01000097,,,Households owned
9.932756120072078,Deccenial,2011,J01000097,,,Households privately renting
7.464949676965675,Deccenial,2011,J01000097,,,Households socially renting
1.5953940139761789,Deccenial,2011,J01000097,,,Other households
59.48745423698545,Deccenial,2011,J01000098,,,Households owned
16.58438891227533,Deccenial,2011,J01000098,,,Households privately renting
21.809345222149936,Deccenial,2011,J01000098,,,Households socially renting
2.1188116285892873,Deccenial,2011,J01000098,,,Other households
64.3495145631068,Deccenial,2011,J01000099,,,Households owned
16.854368932038835,Deccenial,2011,J01000099,,,Households privately renting
16.67443365695793,Deccenial,2011,J01000099,,,Households socially renting
2.1216828478964405,Deccenial,2011,J01000099,,,Other households
62.06703715354235,Deccenial,2011,J01000100,,,Households owned
15.228408654014192,Deccenial,2011,J01000100,,,Households privately renting
21.116004333997413,Deccenial,2011,J01000100,,,Households socially renting
1.5885498584460522,Deccenial,2011,J01000100,,,Other households
60.84976880249127,Deccenial,2011,J01000101,,,Households owned
12.902236482023213,Deccenial,2011,J01000101,,,Households privately renting
24.733415117486082,Deccenial,2011,J01000101,,,Households socially renting
1.5145795979994336,Deccenial,2011,J01000101,,,Other households
55.602402450180975,Deccenial,2011,J01000102,,,Households owned
17.982578258621377,Deccenial,2011,J01000102,,,Households privately renting
24.271110934330377,Deccenial,2011,J01000102,,,Households socially renting
2.1439083568672688,Deccenial,2011,J01000102,,,Other households
69.3844844702879,Deccenial,2011,J01000103,,,Households owned
11.613955467309601,Deccenial,2011,J01000103,,,Households privately renting
17.345057438661183,Deccenial,2011,J01000103,,,Households socially renting
1.6565026237413134,Deccenial,2011,J01000103,,,Other households
64.0811678614098,Deccenial,2011,J01000104,,,Households owned
16.530391278375152,Deccenial,2011,J01000104,,,Households privately renting
17.59819295101553,Deccenial,2011,J01000104,,,Households socially renting
1.790247909199522,Deccenial,2011,J01000104,,,Other households
51.14498479180506,Deccenial,2011,J01000105,,,Households owned
12.075656399678355,Deccenial,2011,J01000105,,,Households privately renting
33.90553438450512,Deccenial,2011,J01000105,,,Households socially renting
2.8738244240114676,Deccenial,2011,J01000105,,,Other households
64.09136893669134,Deccenial,2011,J01000106,,,Households owned
22.83690964272403,Deccenial,2011,J01000106,,,Households privately renting
11.375858580480273,Deccenial,2011,J01000106,,,Households socially renting
1.6958628401043607,Deccenial,2011,J01000106,,,Other households
63.36826185589284,Deccenial,2011,J01000107,,,Households owned
11.826185589283785,Deccenial,2011,J01000107,,,Households privately renting
23.158150588743652,Deccenial,2011,J01000107,,,Households socially renting
1.6474019660797237,Deccenial,2011,J01000107,,,Other households
71.21253918495299,Deccenial,2011,J01000108,,,Households owned
15.380564263322885,Deccenial,2011,J01000108,,,Households privately renting
11.553605015673982,Deccenial,2011,J01000108,,,Households socially renting
1.8532915360501567,Deccenial,2011,J01000108,,,Other households
59.02177185751217,Deccenial,2011,J01000109,,,Households owned
13.337209423050966,Deccenial,2011,J01000109,,,Households privately renting
25.503286024274015,Deccenial,2011,J01000109,,,Households socially renting
2.1377326951628475,Deccenial,2011,J01000109,,,Other households
64.6640371883364,Deccenial,2011,J01000110,,,Households owned
18.10583650279382,Deccenial,2011,J01000110,,,Households privately renting
15.140630135699865,Deccenial,2011,J01000110,,,Households socially renting
2.0894961731699304,Deccenial,2011,J01000110,,,Other households
70.25776334483459,Deccenial,2011,J01000111,,,Households owned
18.832961234016643,Deccenial,2011,J01000111,,,Households privately renting
9.59407347270144,Deccenial,2011,J01000111,,,Households socially renting
1.315201948447331,Deccenial,2011,J01000111,,,Other households
60.57501499838479,Deccenial,2011,J01000112,,,Households owned
20.811604904087254,Deccenial,2011,J01000112,,,Households privately renting
16.468995646622673,Deccenial,2011,J01000112,,,Households socially renting
2.1443844509052874,Deccenial,2011,J01000112,,,Other households
