V4_0,Time_codelist,Time,Geography_codelist,Geography,Employment size band_codelist,Employment size band,Entity Type_codelist,Entity Type,SIC07_codelist,SIC07
265.0,Year,2017,K04000001,,,100-249,,Local Units,22,22 : Manufacture of rubber and plastic products
70.0,Year,2017,K04000001,,,250+,,Local Units,22,22 : Manufacture of rubber and plastic products
5940.0,Year,2017,K04000001,,,Total,,Local Units,22,22 : Manufacture of rubber and plastic products
2300.0,Year,2017,E92000001,,,0-4,,Local Units,22,22 : Manufacture of rubber and plastic products
985.0,Year,2017,E92000001,,,5-9,,Local Units,22,22 : Manufacture of rubber and plastic products
900.0,Year,2017,E92000001,,,10-19,,Local Units,22,22 : Manufacture of rubber and plastic products
735.0,Year,2017,E92000001,,,20-49,,Local Units,22,22 : Manufacture of rubber and plastic products
355.0,Year,2017,E92000001,,,50-99,,Local Units,22,22 : Manufacture of rubber and plastic products
250.0,Year,2017,E92000001,,,100-249,,Local Units,22,22 : Manufacture of rubber and plastic products
65.0,Year,2017,E92000001,,,250+,,Local Units,22,22 : Manufacture of rubber and plastic products
5590.0,Year,2017,E92000001,,,Total,,Local Units,22,22 : Manufacture of rubber and plastic products
90.0,Year,2017,E12000001,,,0-4,,Local Units,22,22 : Manufacture of rubber and plastic products
45.0,Year,2017,E12000001,,,5-9,,Local Units,22,22 : Manufacture of rubber and plastic products
40.0,Year,2017,E12000001,,,10-19,,Local Units,22,22 : Manufacture of rubber and plastic products
40.0,Year,2017,E12000001,,,20-49,,Local Units,22,22 : Manufacture of rubber and plastic products
25.0,Year,2017,E12000001,,,50-99,,Local Units,22,22 : Manufacture of rubber and plastic products
10.0,Year,2017,E12000001,,,100-249,,Local Units,22,22 : Manufacture of rubber and plastic products
5.0,Year,2017,E12000001,,,250+,,Local Units,22,22 : Manufacture of rubber and plastic products
255.0,Year,2017,E12000001,,,Total,,Local Units,22,22 : Manufacture of rubber and plastic products
285.0,Year,2017,E12000002,,,0-4,,Local Units,22,22 : Manufacture of rubber and plastic products
140.0,Year,2017,E12000002,,,5-9,,Local Units,22,22 : Manufacture of rubber and plastic products
135.0,Year,2017,E12000002,,,10-19,,Local Units,22,22 : Manufacture of rubber and plastic products
105.0,Year,2017,E12000002,,,20-49,,Local Units,22,22 : Manufacture of rubber and plastic products
65.0,Year,2017,E12000002,,,50-99,,Local Units,22,22 : Manufacture of rubber and plastic products
40.0,Year,2017,E12000002,,,100-249,,Local Units,22,22 : Manufacture of rubber and plastic products
15.0,Year,2017,E12000002,,,250+,,Local Units,22,22 : Manufacture of rubber and plastic products
785.0,Year,2017,E12000002,,,Total,,Local Units,22,22 : Manufacture of rubber and plastic products
250.0,Year,2017,E12000003,,,0-4,,Local Units,22,22 : Manufacture of rubber and plastic products
120.0,Year,2017,E12000003,,,5-9,,Local Units,22,22 : Manufacture of rubber and plastic products
120.0,Year,2017,E12000003,,,10-19,,Local Units,22,22 : Manufacture of rubber and plastic products
80.0,Year,2017,E12000003,,,20-49,,Local Units,22,22 : Manufacture of rubber and plastic products
40.0,Year,2017,E12000003,,,50-99,,Local Units,22,22 : Manufacture of rubber and plastic products
35.0,Year,2017,E12000003,,,100-249,,Local Units,22,22 : Manufacture of rubber and plastic products
10.0,Year,2017,E12000003,,,250+,,Local Units,22,22 : Manufacture of rubber and plastic products
655.0,Year,2017,E12000003,,,Total,,Local Units,22,22 : Manufacture of rubber and plastic products
225.0,Year,2017,E12000004,,,0-4,,Local Units,22,22 : Manufacture of rubber and plastic products
120.0,Year,2017,E12000004,,,5-9,,Local Units,22,22 : Manufacture of rubber and plastic products
120.0,Year,2017,E12000004,,,10-19,,Local Units,22,22 : Manufacture of rubber and plastic products
95.0,Year,2017,E12000004,,,20-49,,Local Units,22,22 : Manufacture of rubber and plastic products
60.0,Year,2017,E12000004,,,50-99,,Local Units,22,22 : Manufacture of rubber and plastic products
55.0,Year,2017,E12000004,,,100-249,,Local Units,22,22 : Manufacture of rubber and plastic products
5.0,Year,2017,E12000004,,,250+,,Local Units,22,22 : Manufacture of rubber and plastic products
680.0,Year,2017,E12000004,,,Total,,Local Units,22,22 : Manufacture of rubber and plastic products
350.0,Year,2017,E12000005,,,0-4,,Local Units,22,22 : Manufacture of rubber and plastic products
135.0,Year,2017,E12000005,,,5-9,,Local Units,22,22 : Manufacture of rubber and plastic products
125.0,Year,2017,E12000005,,,10-19,,Local Units,22,22 : Manufacture of rubber and plastic products
125.0,Year,2017,E12000005,,,20-49,,Local Units,22,22 : Manufacture of rubber and plastic products
50.0,Year,2017,E12000005,,,50-99,,Local Units,22,22 : Manufacture of rubber and plastic products
35.0,Year,2017,E12000005,,,100-249,,Local Units,22,22 : Manufacture of rubber and plastic products
10.0,Year,2017,E12000005,,,250+,,Local Units,22,22 : Manufacture of rubber and plastic products
830.0,Year,2017,E12000005,,,Total,,Local Units,22,22 : Manufacture of rubber and plastic products
295.0,Year,2017,E12000006,,,0-4,,Local Units,22,22 : Manufacture of rubber and plastic products
120.0,Year,2017,E12000006,,,5-9,,Local Units,22,22 : Manufacture of rubber and plastic products
110.0,Year,2017,E12000006,,,10-19,,Local Units,22,22 : Manufacture of rubber and plastic products
85.0,Year,2017,E12000006,,,20-49,,Local Units,22,22 : Manufacture of rubber and plastic products
45.0,Year,2017,E12000006,,,50-99,,Local Units,22,22 : Manufacture of rubber and plastic products
20.0,Year,2017,E12000006,,,100-249,,Local Units,22,22 : Manufacture of rubber and plastic products
10.0,Year,2017,E12000006,,,250+,,Local Units,22,22 : Manufacture of rubber and plastic products
685.0,Year,2017,E12000006,,,Total,,Local Units,22,22 : Manufacture of rubber and plastic products
200.0,Year,2017,E12000007,,,0-4,,Local Units,22,22 : Manufacture of rubber and plastic products
50.0,Year,2017,E12000007,,,5-9,,Local Units,22,22 : Manufacture of rubber and plastic products
40.0,Year,2017,E12000007,,,10-19,,Local Units,22,22 : Manufacture of rubber and plastic products
20.0,Year,2017,E12000007,,,20-49,,Local Units,22,22 : Manufacture of rubber and plastic products
10.0,Year,2017,E12000007,,,50-99,,Local Units,22,22 : Manufacture of rubber and plastic products
5.0,Year,2017,E12000007,,,100-249,,Local Units,22,22 : Manufacture of rubber and plastic products
5.0,Year,2017,E12000007,,,250+,,Local Units,22,22 : Manufacture of rubber and plastic products
330.0,Year,2017,E12000007,,,Total,,Local Units,22,22 : Manufacture of rubber and plastic products
350.0,Year,2017,E12000008,,,0-4,,Local Units,22,22 : Manufacture of rubber and plastic products
140.0,Year,2017,E12000008,,,5-9,,Local Units,22,22 : Manufacture of rubber and plastic products
125.0,Year,2017,E12000008,,,10-19,,Local Units,22,22 : Manufacture of rubber and plastic products
95.0,Year,2017,E12000008,,,20-49,,Local Units,22,22 : Manufacture of rubber and plastic products
35.0,Year,2017,E12000008,,,50-99,,Local Units,22,22 : Manufacture of rubber and plastic products
25.0,Year,2017,E12000008,,,100-249,,Local Units,22,22 : Manufacture of rubber and plastic products
0.0,Year,2017,E12000008,,,250+,,Local Units,22,22 : Manufacture of rubber and plastic products
770.0,Year,2017,E12000008,,,Total,,Local Units,22,22 : Manufacture of rubber and plastic products
255.0,Year,2017,E12000009,,,0-4,,Local Units,22,22 : Manufacture of rubber and plastic products
115.0,Year,2017,E12000009,,,5-9,,Local Units,22,22 : Manufacture of rubber and plastic products
85.0,Year,2017,E12000009,,,10-19,,Local Units,22,22 : Manufacture of rubber and plastic products
90.0,Year,2017,E12000009,,,20-49,,Local Units,22,22 : Manufacture of rubber and plastic products
25.0,Year,2017,E12000009,,,50-99,,Local Units,22,22 : Manufacture of rubber and plastic products
25.0,Year,2017,E12000009,,,100-249,,Local Units,22,22 : Manufacture of rubber and plastic products
5.0,Year,2017,E12000009,,,250+,,Local Units,22,22 : Manufacture of rubber and plastic products
600.0,Year,2017,E12000009,,,Total,,Local Units,22,22 : Manufacture of rubber and plastic products
140.0,Year,2017,W92000001,,,0-4,,Local Units,22,22 : Manufacture of rubber and plastic products
65.0,Year,2017,W92000001,,,5-9,,Local Units,22,22 : Manufacture of rubber and plastic products
50.0,Year,2017,W92000001,,,10-19,,Local Units,22,22 : Manufacture of rubber and plastic products
45.0,Year,2017,W92000001,,,20-49,,Local Units,22,22 : Manufacture of rubber and plastic products
30.0,Year,2017,W92000001,,,50-99,,Local Units,22,22 : Manufacture of rubber and plastic products
15.0,Year,2017,W92000001,,,100-249,,Local Units,22,22 : Manufacture of rubber and plastic products
5.0,Year,2017,W92000001,,,250+,,Local Units,22,22 : Manufacture of rubber and plastic products
350.0,Year,2017,W92000001,,,Total,,Local Units,22,22 : Manufacture of rubber and plastic products
100.0,Year,2017,S92000001,,,0-4,,Local Units,22,22 : Manufacture of rubber and plastic products
40.0,Year,2017,S92000001,,,5-9,,Local Units,22,22 : Manufacture of rubber and plastic products
50.0,Year,2017,S92000001,,,10-19,,Local Units,22,22 : Manufacture of rubber and plastic products
35.0,Year,2017,S92000001,,,20-49,,Local Units,22,22 : Manufacture of rubber and plastic products
25.0,Year,2017,S92000001,,,50-99,,Local Units,22,22 : Manufacture of rubber and plastic products
15.0,Year,2017,S92000001,,,100-249,,Local Units,22,22 : Manufacture of rubber and plastic products
5.0,Year,2017,S92000001,,,250+,,Local Units,22,22 : Manufacture of rubber and plastic products
270.0,Year,2017,S92000001,,,Total,,Local Units,22,22 : Manufacture of rubber and plastic products
95.0,Year,2017,N92000001,,,0-4,,Local Units,22,22 : Manufacture of rubber and plastic products
45.0,Year,2017,N92000001,,,5-9,,Local Units,22,22 : Manufacture of rubber and plastic products
25.0,Year,2017,N92000001,,,10-19,,Local Units,22,22 : Manufacture of rubber and plastic products
20.0,Year,2017,N92000001,,,20-49,,Local Units,22,22 : Manufacture of rubber and plastic products
15.0,Year,2017,N92000001,,,50-99,,Local Units,22,22 : Manufacture of rubber and plastic products
10.0,Year,2017,N92000001,,,100-249,,Local Units,22,22 : Manufacture of rubber and plastic products
5.0,Year,2017,N92000001,,,250+,,Local Units,22,22 : Manufacture of rubber and plastic products
215.0,Year,2017,N92000001,,,Total,,Local Units,22,22 : Manufacture of rubber and plastic products
2730.0,Year,2017,K02000001,,,0-4,,Local Units,23,23 : Manufacture of other non-metallic mineral products
855.0,Year,2017,K02000001,,,5-9,,Local Units,23,23 : Manufacture of other non-metallic mineral products
610.0,Year,2017,K02000001,,,10-19,,Local Units,23,23 : Manufacture of other non-metallic mineral products
450.0,Year,2017,K02000001,,,20-49,,Local Units,23,23 : Manufacture of other non-metallic mineral products
195.0,Year,2017,K02000001,,,50-99,,Local Units,23,23 : Manufacture of other non-metallic mineral products
130.0,Year,2017,K02000001,,,100-249,,Local Units,23,23 : Manufacture of other non-metallic mineral products
35.0,Year,2017,K02000001,,,250+,,Local Units,23,23 : Manufacture of other non-metallic mineral products
5005.0,Year,2017,K02000001,,,Total,,Local Units,23,23 : Manufacture of other non-metallic mineral products
2555.0,Year,2017,K03000001,,,0-4,,Local Units,23,23 : Manufacture of other non-metallic mineral products
805.0,Year,2017,K03000001,,,5-9,,Local Units,23,23 : Manufacture of other non-metallic mineral products
590.0,Year,2017,K03000001,,,10-19,,Local Units,23,23 : Manufacture of other non-metallic mineral products
425.0,Year,2017,K03000001,,,20-49,,Local Units,23,23 : Manufacture of other non-metallic mineral products
185.0,Year,2017,K03000001,,,50-99,,Local Units,23,23 : Manufacture of other non-metallic mineral products
125.0,Year,2017,K03000001,,,100-249,,Local Units,23,23 : Manufacture of other non-metallic mineral products
30.0,Year,2017,K03000001,,,250+,,Local Units,23,23 : Manufacture of other non-metallic mineral products
4715.0,Year,2017,K03000001,,,Total,,Local Units,23,23 : Manufacture of other non-metallic mineral products
2345.0,Year,2017,K04000001,,,0-4,,Local Units,23,23 : Manufacture of other non-metallic mineral products
745.0,Year,2017,K04000001,,,5-9,,Local Units,23,23 : Manufacture of other non-metallic mineral products
545.0,Year,2017,K04000001,,,10-19,,Local Units,23,23 : Manufacture of other non-metallic mineral products
390.0,Year,2017,K04000001,,,20-49,,Local Units,23,23 : Manufacture of other non-metallic mineral products
180.0,Year,2017,K04000001,,,50-99,,Local Units,23,23 : Manufacture of other non-metallic mineral products
115.0,Year,2017,K04000001,,,100-249,,Local Units,23,23 : Manufacture of other non-metallic mineral products
30.0,Year,2017,K04000001,,,250+,,Local Units,23,23 : Manufacture of other non-metallic mineral products
4350.0,Year,2017,K04000001,,,Total,,Local Units,23,23 : Manufacture of other non-metallic mineral products
2190.0,Year,2017,E92000001,,,0-4,,Local Units,23,23 : Manufacture of other non-metallic mineral products
685.0,Year,2017,E92000001,,,5-9,,Local Units,23,23 : Manufacture of other non-metallic mineral products
505.0,Year,2017,E92000001,,,10-19,,Local Units,23,23 : Manufacture of other non-metallic mineral products
365.0,Year,2017,E92000001,,,20-49,,Local Units,23,23 : Manufacture of other non-metallic mineral products
175.0,Year,2017,E92000001,,,50-99,,Local Units,23,23 : Manufacture of other non-metallic mineral products
110.0,Year,2017,E92000001,,,100-249,,Local Units,23,23 : Manufacture of other non-metallic mineral products
30.0,Year,2017,E92000001,,,250+,,Local Units,23,23 : Manufacture of other non-metallic mineral products
4060.0,Year,2017,E92000001,,,Total,,Local Units,23,23 : Manufacture of other non-metallic mineral products
95.0,Year,2017,E12000001,,,0-4,,Local Units,23,23 : Manufacture of other non-metallic mineral products
35.0,Year,2017,E12000001,,,5-9,,Local Units,23,23 : Manufacture of other non-metallic mineral products
30.0,Year,2017,E12000001,,,10-19,,Local Units,23,23 : Manufacture of other non-metallic mineral products
25.0,Year,2017,E12000001,,,20-49,,Local Units,23,23 : Manufacture of other non-metallic mineral products
5.0,Year,2017,E12000001,,,50-99,,Local Units,23,23 : Manufacture of other non-metallic mineral products
5.0,Year,2017,E12000001,,,100-249,,Local Units,23,23 : Manufacture of other non-metallic mineral products
0.0,Year,2017,E12000001,,,250+,,Local Units,23,23 : Manufacture of other non-metallic mineral products
195.0,Year,2017,E12000001,,,Total,,Local Units,23,23 : Manufacture of other non-metallic mineral products
270.0,Year,2017,E12000002,,,0-4,,Local Units,23,23 : Manufacture of other non-metallic mineral products
90.0,Year,2017,E12000002,,,5-9,,Local Units,23,23 : Manufacture of other non-metallic mineral products
70.0,Year,2017,E12000002,,,10-19,,Local Units,23,23 : Manufacture of other non-metallic mineral products
35.0,Year,2017,E12000002,,,20-49,,Local Units,23,23 : Manufacture of other non-metallic mineral products
20.0,Year,2017,E12000002,,,50-99,,Local Units,23,23 : Manufacture of other non-metallic mineral products
20.0,Year,2017,E12000002,,,100-249,,Local Units,23,23 : Manufacture of other non-metallic mineral products
5.0,Year,2017,E12000002,,,250+,,Local Units,23,23 : Manufacture of other non-metallic mineral products
510.0,Year,2017,E12000002,,,Total,,Local Units,23,23 : Manufacture of other non-metallic mineral products
245.0,Year,2017,E12000003,,,0-4,,Local Units,23,23 : Manufacture of other non-metallic mineral products
90.0,Year,2017,E12000003,,,5-9,,Local Units,23,23 : Manufacture of other non-metallic mineral products
65.0,Year,2017,E12000003,,,10-19,,Local Units,23,23 : Manufacture of other non-metallic mineral products
45.0,Year,2017,E12000003,,,20-49,,Local Units,23,23 : Manufacture of other non-metallic mineral products
35.0,Year,2017,E12000003,,,50-99,,Local Units,23,23 : Manufacture of other non-metallic mineral products
20.0,Year,2017,E12000003,,,100-249,,Local Units,23,23 : Manufacture of other non-metallic mineral products
5.0,Year,2017,E12000003,,,250+,,Local Units,23,23 : Manufacture of other non-metallic mineral products
505.0,Year,2017,E12000003,,,Total,,Local Units,23,23 : Manufacture of other non-metallic mineral products
215.0,Year,2017,E12000004,,,0-4,,Local Units,23,23 : Manufacture of other non-metallic mineral products
70.0,Year,2017,E12000004,,,5-9,,Local Units,23,23 : Manufacture of other non-metallic mineral products
50.0,Year,2017,E12000004,,,10-19,,Local Units,23,23 : Manufacture of other non-metallic mineral products
45.0,Year,2017,E12000004,,,20-49,,Local Units,23,23 : Manufacture of other non-metallic mineral products
25.0,Year,2017,E12000004,,,50-99,,Local Units,23,23 : Manufacture of other non-metallic mineral products
25.0,Year,2017,E12000004,,,100-249,,Local Units,23,23 : Manufacture of other non-metallic mineral products
5.0,Year,2017,E12000004,,,250+,,Local Units,23,23 : Manufacture of other non-metallic mineral products
435.0,Year,2017,E12000004,,,Total,,Local Units,23,23 : Manufacture of other non-metallic mineral products
275.0,Year,2017,E12000005,,,0-4,,Local Units,23,23 : Manufacture of other non-metallic mineral products
85.0,Year,2017,E12000005,,,5-9,,Local Units,23,23 : Manufacture of other non-metallic mineral products
55.0,Year,2017,E12000005,,,10-19,,Local Units,23,23 : Manufacture of other non-metallic mineral products
60.0,Year,2017,E12000005,,,20-49,,Local Units,23,23 : Manufacture of other non-metallic mineral products
35.0,Year,2017,E12000005,,,50-99,,Local Units,23,23 : Manufacture of other non-metallic mineral products
15.0,Year,2017,E12000005,,,100-249,,Local Units,23,23 : Manufacture of other non-metallic mineral products
10.0,Year,2017,E12000005,,,250+,,Local Units,23,23 : Manufacture of other non-metallic mineral products
535.0,Year,2017,E12000005,,,Total,,Local Units,23,23 : Manufacture of other non-metallic mineral products
260.0,Year,2017,E12000006,,,0-4,,Local Units,23,23 : Manufacture of other non-metallic mineral products
70.0,Year,2017,E12000006,,,5-9,,Local Units,23,23 : Manufacture of other non-metallic mineral products
55.0,Year,2017,E12000006,,,10-19,,Local Units,23,23 : Manufacture of other non-metallic mineral products
35.0,Year,2017,E12000006,,,20-49,,Local Units,23,23 : Manufacture of other non-metallic mineral products
20.0,Year,2017,E12000006,,,50-99,,Local Units,23,23 : Manufacture of other non-metallic mineral products
10.0,Year,2017,E12000006,,,100-249,,Local Units,23,23 : Manufacture of other non-metallic mineral products
5.0,Year,2017,E12000006,,,250+,,Local Units,23,23 : Manufacture of other non-metallic mineral products
455.0,Year,2017,E12000006,,,Total,,Local Units,23,23 : Manufacture of other non-metallic mineral products
235.0,Year,2017,E12000007,,,0-4,,Local Units,23,23 : Manufacture of other non-metallic mineral products
55.0,Year,2017,E12000007,,,5-9,,Local Units,23,23 : Manufacture of other non-metallic mineral products
40.0,Year,2017,E12000007,,,10-19,,Local Units,23,23 : Manufacture of other non-metallic mineral products
20.0,Year,2017,E12000007,,,20-49,,Local Units,23,23 : Manufacture of other non-metallic mineral products
10.0,Year,2017,E12000007,,,50-99,,Local Units,23,23 : Manufacture of other non-metallic mineral products
5.0,Year,2017,E12000007,,,100-249,,Local Units,23,23 : Manufacture of other non-metallic mineral products
0.0,Year,2017,E12000007,,,250+,,Local Units,23,23 : Manufacture of other non-metallic mineral products
365.0,Year,2017,E12000007,,,Total,,Local Units,23,23 : Manufacture of other non-metallic mineral products
320.0,Year,2017,E12000008,,,0-4,,Local Units,23,23 : Manufacture of other non-metallic mineral products
105.0,Year,2017,E12000008,,,5-9,,Local Units,23,23 : Manufacture of other non-metallic mineral products
70.0,Year,2017,E12000008,,,10-19,,Local Units,23,23 : Manufacture of other non-metallic mineral products
55.0,Year,2017,E12000008,,,20-49,,Local Units,23,23 : Manufacture of other non-metallic mineral products
15.0,Year,2017,E12000008,,,50-99,,Local Units,23,23 : Manufacture of other non-metallic mineral products
5.0,Year,2017,E12000008,,,100-249,,Local Units,23,23 : Manufacture of other non-metallic mineral products
0.0,Year,2017,E12000008,,,250+,,Local Units,23,23 : Manufacture of other non-metallic mineral products
570.0,Year,2017,E12000008,,,Total,,Local Units,23,23 : Manufacture of other non-metallic mineral products
275.0,Year,2017,E12000009,,,0-4,,Local Units,23,23 : Manufacture of other non-metallic mineral products
85.0,Year,2017,E12000009,,,5-9,,Local Units,23,23 : Manufacture of other non-metallic mineral products
70.0,Year,2017,E12000009,,,10-19,,Local Units,23,23 : Manufacture of other non-metallic mineral products
45.0,Year,2017,E12000009,,,20-49,,Local Units,23,23 : Manufacture of other non-metallic mineral products
10.0,Year,2017,E12000009,,,50-99,,Local Units,23,23 : Manufacture of other non-metallic mineral products
5.0,Year,2017,E12000009,,,100-249,,Local Units,23,23 : Manufacture of other non-metallic mineral products
0.0,Year,2017,E12000009,,,250+,,Local Units,23,23 : Manufacture of other non-metallic mineral products
490.0,Year,2017,E12000009,,,Total,,Local Units,23,23 : Manufacture of other non-metallic mineral products
155.0,Year,2017,W92000001,,,0-4,,Local Units,23,23 : Manufacture of other non-metallic mineral products
60.0,Year,2017,W92000001,,,5-9,,Local Units,23,23 : Manufacture of other non-metallic mineral products
40.0,Year,2017,W92000001,,,10-19,,Local Units,23,23 : Manufacture of other non-metallic mineral products
25.0,Year,2017,W92000001,,,20-49,,Local Units,23,23 : Manufacture of other non-metallic mineral products
5.0,Year,2017,W92000001,,,50-99,,Local Units,23,23 : Manufacture of other non-metallic mineral products
5.0,Year,2017,W92000001,,,100-249,,Local Units,23,23 : Manufacture of other non-metallic mineral products
0.0,Year,2017,W92000001,,,250+,,Local Units,23,23 : Manufacture of other non-metallic mineral products
290.0,Year,2017,W92000001,,,Total,,Local Units,23,23 : Manufacture of other non-metallic mineral products
210.0,Year,2017,S92000001,,,0-4,,Local Units,23,23 : Manufacture of other non-metallic mineral products
60.0,Year,2017,S92000001,,,5-9,,Local Units,23,23 : Manufacture of other non-metallic mineral products
45.0,Year,2017,S92000001,,,10-19,,Local Units,23,23 : Manufacture of other non-metallic mineral products
35.0,Year,2017,S92000001,,,20-49,,Local Units,23,23 : Manufacture of other non-metallic mineral products
5.0,Year,2017,S92000001,,,50-99,,Local Units,23,23 : Manufacture of other non-metallic mineral products
10.0,Year,2017,S92000001,,,100-249,,Local Units,23,23 : Manufacture of other non-metallic mineral products
0.0,Year,2017,S92000001,,,250+,,Local Units,23,23 : Manufacture of other non-metallic mineral products
365.0,Year,2017,S92000001,,,Total,,Local Units,23,23 : Manufacture of other non-metallic mineral products
175.0,Year,2017,N92000001,,,0-4,,Local Units,23,23 : Manufacture of other non-metallic mineral products
50.0,Year,2017,N92000001,,,5-9,,Local Units,23,23 : Manufacture of other non-metallic mineral products
20.0,Year,2017,N92000001,,,10-19,,Local Units,23,23 : Manufacture of other non-metallic mineral products
25.0,Year,2017,N92000001,,,20-49,,Local Units,23,23 : Manufacture of other non-metallic mineral products
10.0,Year,2017,N92000001,,,50-99,,Local Units,23,23 : Manufacture of other non-metallic mineral products
5.0,Year,2017,N92000001,,,100-249,,Local Units,23,23 : Manufacture of other non-metallic mineral products
5.0,Year,2017,N92000001,,,250+,,Local Units,23,23 : Manufacture of other non-metallic mineral products
290.0,Year,2017,N92000001,,,Total,,Local Units,23,23 : Manufacture of other non-metallic mineral products
1200.0,Year,2017,K02000001,,,0-4,,Local Units,24,24 : Manufacture of basic metals
235.0,Year,2017,K02000001,,,5-9,,Local Units,24,24 : Manufacture of basic metals
225.0,Year,2017,K02000001,,,10-19,,Local Units,24,24 : Manufacture of basic metals
265.0,Year,2017,K02000001,,,20-49,,Local Units,24,24 : Manufacture of basic metals
115.0,Year,2017,K02000001,,,50-99,,Local Units,24,24 : Manufacture of basic metals
70.0,Year,2017,K02000001,,,100-249,,Local Units,24,24 : Manufacture of basic metals
40.0,Year,2017,K02000001,,,250+,,Local Units,24,24 : Manufacture of basic metals
2150.0,Year,2017,K02000001,,,Total,,Local Units,24,24 : Manufacture of basic metals
1155.0,Year,2017,K03000001,,,0-4,,Local Units,24,24 : Manufacture of basic metals
225.0,Year,2017,K03000001,,,5-9,,Local Units,24,24 : Manufacture of basic metals
220.0,Year,2017,K03000001,,,10-19,,Local Units,24,24 : Manufacture of basic metals
260.0,Year,2017,K03000001,,,20-49,,Local Units,24,24 : Manufacture of basic metals
115.0,Year,2017,K03000001,,,50-99,,Local Units,24,24 : Manufacture of basic metals
70.0,Year,2017,K03000001,,,100-249,,Local Units,24,24 : Manufacture of basic metals
40.0,Year,2017,K03000001,,,250+,,Local Units,24,24 : Manufacture of basic metals
2085.0,Year,2017,K03000001,,,Total,,Local Units,24,24 : Manufacture of basic metals
1050.0,Year,2017,K04000001,,,0-4,,Local Units,24,24 : Manufacture of basic metals
215.0,Year,2017,K04000001,,,5-9,,Local Units,24,24 : Manufacture of basic metals
205.0,Year,2017,K04000001,,,10-19,,Local Units,24,24 : Manufacture of basic metals
245.0,Year,2017,K04000001,,,20-49,,Local Units,24,24 : Manufacture of basic metals
110.0,Year,2017,K04000001,,,50-99,,Local Units,24,24 : Manufacture of basic metals
65.0,Year,2017,K04000001,,,100-249,,Local Units,24,24 : Manufacture of basic metals
35.0,Year,2017,K04000001,,,250+,,Local Units,24,24 : Manufacture of basic metals
1925.0,Year,2017,K04000001,,,Total,,Local Units,24,24 : Manufacture of basic metals
1005.0,Year,2017,E92000001,,,0-4,,Local Units,24,24 : Manufacture of basic metals
205.0,Year,2017,E92000001,,,5-9,,Local Units,24,24 : Manufacture of basic metals
200.0,Year,2017,E92000001,,,10-19,,Local Units,24,24 : Manufacture of basic metals
230.0,Year,2017,E92000001,,,20-49,,Local Units,24,24 : Manufacture of basic metals
105.0,Year,2017,E92000001,,,50-99,,Local Units,24,24 : Manufacture of basic metals
60.0,Year,2017,E92000001,,,100-249,,Local Units,24,24 : Manufacture of basic metals
25.0,Year,2017,E92000001,,,250+,,Local Units,24,24 : Manufacture of basic metals
1830.0,Year,2017,E92000001,,,Total,,Local Units,24,24 : Manufacture of basic metals
50.0,Year,2017,E12000001,,,0-4,,Local Units,24,24 : Manufacture of basic metals
10.0,Year,2017,E12000001,,,5-9,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,E12000001,,,10-19,,Local Units,24,24 : Manufacture of basic metals
15.0,Year,2017,E12000001,,,20-49,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,E12000001,,,50-99,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,E12000001,,,100-249,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,E12000001,,,250+,,Local Units,24,24 : Manufacture of basic metals
95.0,Year,2017,E12000001,,,Total,,Local Units,24,24 : Manufacture of basic metals
120.0,Year,2017,E12000002,,,0-4,,Local Units,24,24 : Manufacture of basic metals
25.0,Year,2017,E12000002,,,5-9,,Local Units,24,24 : Manufacture of basic metals
25.0,Year,2017,E12000002,,,10-19,,Local Units,24,24 : Manufacture of basic metals
35.0,Year,2017,E12000002,,,20-49,,Local Units,24,24 : Manufacture of basic metals
10.0,Year,2017,E12000002,,,50-99,,Local Units,24,24 : Manufacture of basic metals
5.0,Year,2017,E12000002,,,100-249,,Local Units,24,24 : Manufacture of basic metals
0.0,Year,2017,E12000002,,,250+,,Local Units,24,24 : Manufacture of basic metals
220.0,Year,2017,E12000002,,,Total,,Local Units,24,24 : Manufacture of basic metals
90.0,Year,2017,E12000003,,,0-4,,Local Units,24,24 : Manufacture of basic metals
20.0,Year,2017,E12000003,,,5-9,,Local Units,24,24 : Manufacture of basic metals
30.0,Year,2017,E12000003,,,10-19,,Local Units,24,24 : Manufacture of basic metals
30.0,Year,2017,E12000003,,,20-49,,Local Units,24,24 : Manufacture of basic metals
25.0,Year,2017,E12000003,,,50-99,,Local Units,24,24 : Manufacture of basic metals
15.0,Year,2017,E12000003,,,100-249,,Local Units,24,24 : Manufacture of basic metals
10.0,Year,2017,E12000003,,,250+,,Local Units,24,24 : Manufacture of basic metals
220.0,Year,2017,E12000003,,,Total,,Local Units,24,24 : Manufacture of basic metals
165.0,Year,2017,E12000004,,,0-4,,Local Units,24,24 : Manufacture of basic metals
25.0,Year,2017,E12000004,,,5-9,,Local Units,24,24 : Manufacture of basic metals
20.0,Year,2017,E12000004,,,10-19,,Local Units,24,24 : Manufacture of basic metals
20.0,Year,2017,E12000004,,,20-49,,Local Units,24,24 : Manufacture of basic metals
10.0,Year,2017,E12000004,,,50-99,,Local Units,24,24 : Manufacture of basic metals
10.0,Year,2017,E12000004,,,100-249,,Local Units,24,24 : Manufacture of basic metals
