V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Age Group_codelist,Age Group,Earnings_codelist,Earnings,Gender_codelist,Gender,Pension Type_codelist,Pension Type
52.0,,5.2,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Male,,Defined benefit
34.0,,6.4,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Male,,Defined contribution
27.0,,7.3,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Male,,Group personal pension
,x,34.0,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Male,,Group self-invested personal pension
11.0,,12.0,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Male,,Group stakeholder pension
,x,24.0,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Male,,Unknown pension provision
40.0,,6.3,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Male,,No pension provisiond
47.0,,5.6,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Male,,Defined benefit
34.0,,6.8,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Male,,Defined contribution
29.0,,7.5,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Male,,Group personal pension
,x,36.0,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Male,,Group self-invested personal pension
9.0,,14.0,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Male,,Group stakeholder pension
,x,29.0,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Male,,Unknown pension provision
34.0,,7.1,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Male,,No pension provisiond
231.0,,2.6,Year,2016,K02000001,,,55 - 59,,£600 and over,,Male,,Defined benefit
103.0,,4.1,Year,2016,K02000001,,,55 - 59,,£600 and over,,Male,,Defined contribution
117.0,,3.9,Year,2016,K02000001,,,55 - 59,,£600 and over,,Male,,Group personal pension
6.0,,18.0,Year,2016,K02000001,,,55 - 59,,£600 and over,,Male,,Group self-invested personal pension
34.0,,7.2,Year,2016,K02000001,,,55 - 59,,£600 and over,,Male,,Group stakeholder pension
9.0,,15.0,Year,2016,K02000001,,,55 - 59,,£600 and over,,Male,,Unknown pension provision
79.0,,4.8,Year,2016,K02000001,,,55 - 59,,£600 and over,,Male,,No pension provisiond
181.0,,2.9,Year,2016,K02000001,,,60 - 64,,Total,,Male,,Defined benefit
147.0,,3.1,Year,2016,K02000001,,,60 - 64,,Total,,Male,,Defined contribution
123.0,,3.6,Year,2016,K02000001,,,60 - 64,,Total,,Male,,Group personal pension
6.0,,17.0,Year,2016,K02000001,,,60 - 64,,Total,,Male,,Group self-invested personal pension
40.0,,6.4,Year,2016,K02000001,,,60 - 64,,Total,,Male,,Group stakeholder pension
10.0,,13.0,Year,2016,K02000001,,,60 - 64,,Total,,Male,,Unknown pension provision
229.0,,2.6,Year,2016,K02000001,,,60 - 64,,Total,,Male,,No pension provisiond
,x,29.0,Year,2016,K02000001,,,60 - 64,,Less than £100,,Male,,Defined benefit
,x,21.0,Year,2016,K02000001,,,60 - 64,,Less than £100,,Male,,Defined contribution
,x,42.0,Year,2016,K02000001,,,60 - 64,,Less than £100,,Male,,Group personal pension
,-,0.0,Year,2016,K02000001,,,60 - 64,,Less than £100,,Male,,Group self-invested personal pension
,x,46.0,Year,2016,K02000001,,,60 - 64,,Less than £100,,Male,,Group stakeholder pension
,x,,Year,2016,K02000001,,,60 - 64,,Less than £100,,Male,,Unknown pension provision
17.0,,8.8,Year,2016,K02000001,,,60 - 64,,Less than £100,,Male,,No pension provisiond
7.0,,16.0,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Male,,Defined benefit
7.0,,13.0,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Male,,Defined contribution
,x,26.0,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Male,,Group personal pension
,x,,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Male,,Group self-invested personal pension
,x,35.0,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Male,,Group stakeholder pension
,x,45.0,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Male,,Unknown pension provision
36.0,,6.4,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Male,,No pension provisiond
10.0,,12.0,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Male,,Defined benefit
15.0,,9.0,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Male,,Defined contribution
7.0,,14.0,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Male,,Group personal pension
,x,45.0,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Male,,Group self-invested personal pension
,x,22.0,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Male,,Group stakeholder pension
,x,58.0,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Male,,Unknown pension provision
32.0,,6.8,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Male,,No pension provisiond
27.0,,7.2,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Male,,Defined benefit
24.0,,7.4,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Male,,Defined contribution
14.0,,9.8,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Male,,Group personal pension
,x,43.0,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Male,,Group self-invested personal pension
5.0,,16.0,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Male,,Group stakeholder pension
,x,26.0,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Male,,Unknown pension provision
36.0,,6.5,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Male,,No pension provisiond
31.0,,6.9,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Male,,Defined benefit
25.0,,7.7,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Male,,Defined contribution
21.0,,8.5,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Male,,Group personal pension
,x,39.0,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Male,,Group self-invested personal pension
6.0,,16.0,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Male,,Group stakeholder pension
,x,26.0,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Male,,Unknown pension provision
34.0,,6.8,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Male,,No pension provisiond
22.0,,8.5,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Male,,Defined benefit
20.0,,8.6,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Male,,Defined contribution
18.0,,9.4,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Male,,Group personal pension
,x,45.0,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Male,,Group self-invested personal pension
6.0,,16.0,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Male,,Group stakeholder pension
,x,34.0,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Male,,Unknown pension provision
24.0,,8.4,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Male,,No pension provisiond
84.0,,4.6,Year,2016,K02000001,,,60 - 64,,£600 and over,,Male,,Defined benefit
52.0,,5.7,Year,2016,K02000001,,,60 - 64,,£600 and over,,Male,,Defined contribution
59.0,,5.6,Year,2016,K02000001,,,60 - 64,,£600 and over,,Male,,Group personal pension
,x,27.0,Year,2016,K02000001,,,60 - 64,,£600 and over,,Male,,Group self-invested personal pension
19.0,,9.9,Year,2016,K02000001,,,60 - 64,,£600 and over,,Male,,Group stakeholder pension
,x,24.0,Year,2016,K02000001,,,60 - 64,,£600 and over,,Male,,Unknown pension provision
50.0,,6.1,Year,2016,K02000001,,,60 - 64,,£600 and over,,Male,,No pension provisiond
41.0,,6.3,Year,2016,K02000001,,,65 and over,,Total,,Male,,Defined benefit
29.0,,7.3,Year,2016,K02000001,,,65 and over,,Total,,Male,,Defined contribution
24.0,,8.3,Year,2016,K02000001,,,65 and over,,Total,,Male,,Group personal pension
,x,39.0,Year,2016,K02000001,,,65 and over,,Total,,Male,,Group self-invested personal pension
9.0,,14.0,Year,2016,K02000001,,,65 and over,,Total,,Male,,Group stakeholder pension
,x,30.0,Year,2016,K02000001,,,65 and over,,Total,,Male,,Unknown pension provision
234.0,,2.5,Year,2016,K02000001,,,65 and over,,Total,,Male,,No pension provisiond
,x,28.0,Year,2016,K02000001,,,65 and over,,Less than £100,,Male,,Defined benefit
,x,31.0,Year,2016,K02000001,,,65 and over,,Less than £100,,Male,,Defined contribution
,x,51.0,Year,2016,K02000001,,,65 and over,,Less than £100,,Male,,Group personal pension
,-,0.0,Year,2016,K02000001,,,65 and over,,Less than £100,,Male,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,65 and over,,Less than £100,,Male,,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,65 and over,,Less than £100,,Male,,Unknown pension provision
43.0,,5.6,Year,2016,K02000001,,,65 and over,,Less than £100,,Male,,No pension provisiond
6.0,,16.0,Year,2016,K02000001,,,65 and over,,£100 - £200,,Male,,Defined benefit
,x,21.0,Year,2016,K02000001,,,65 and over,,£100 - £200,,Male,,Defined contribution
,x,25.0,Year,2016,K02000001,,,65 and over,,£100 - £200,,Male,,Group personal pension
,-,0.0,Year,2016,K02000001,,,65 and over,,£100 - £200,,Male,,Group self-invested personal pension
,x,39.0,Year,2016,K02000001,,,65 and over,,£100 - £200,,Male,,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,65 and over,,£100 - £200,,Male,,Unknown pension provision
54.0,,5.2,Year,2016,K02000001,,,65 and over,,£100 - £200,,Male,,No pension provisiond
4.0,,19.0,Year,2016,K02000001,,,65 and over,,£200 - £300,,Male,,Defined benefit
3.0,,20.0,Year,2016,K02000001,,,65 and over,,£200 - £300,,Male,,Defined contribution
,x,26.0,Year,2016,K02000001,,,65 and over,,£200 - £300,,Male,,Group personal pension
,-,0.0,Year,2016,K02000001,,,65 and over,,£200 - £300,,Male,,Group self-invested personal pension
,x,41.0,Year,2016,K02000001,,,65 and over,,£200 - £300,,Male,,Group stakeholder pension
,x,,Year,2016,K02000001,,,65 and over,,£200 - £300,,Male,,Unknown pension provision
35.0,,6.5,Year,2016,K02000001,,,65 and over,,£200 - £300,,Male,,No pension provisiond
6.0,,17.0,Year,2016,K02000001,,,65 and over,,£300 - £400,,Male,,Defined benefit
4.0,,19.0,Year,2016,K02000001,,,65 and over,,£300 - £400,,Male,,Defined contribution
5.0,,18.0,Year,2016,K02000001,,,65 and over,,£300 - £400,,Male,,Group personal pension
,x,71.0,Year,2016,K02000001,,,65 and over,,£300 - £400,,Male,,Group self-invested personal pension
,x,32.0,Year,2016,K02000001,,,65 and over,,£300 - £400,,Male,,Group stakeholder pension
,x,58.0,Year,2016,K02000001,,,65 and over,,£300 - £400,,Male,,Unknown pension provision
30.0,,7.2,Year,2016,K02000001,,,65 and over,,£300 - £400,,Male,,No pension provisiond
5.0,,18.0,Year,2016,K02000001,,,65 and over,,£400 - £500,,Male,,Defined benefit
4.0,,19.0,Year,2016,K02000001,,,65 and over,,£400 - £500,,Male,,Defined contribution
,x,24.0,Year,2016,K02000001,,,65 and over,,£400 - £500,,Male,,Group personal pension
,x,,Year,2016,K02000001,,,65 and over,,£400 - £500,,Male,,Group self-invested personal pension
,x,45.0,Year,2016,K02000001,,,65 and over,,£400 - £500,,Male,,Group stakeholder pension
,x,71.0,Year,2016,K02000001,,,65 and over,,£400 - £500,,Male,,Unknown pension provision
25.0,,8.1,Year,2016,K02000001,,,65 and over,,£400 - £500,,Male,,No pension provisiond
5.0,,19.0,Year,2016,K02000001,,,65 and over,,£500 - £600,,Male,,Defined benefit
,x,21.0,Year,2016,K02000001,,,65 and over,,£500 - £600,,Male,,Defined contribution
,x,31.0,Year,2016,K02000001,,,65 and over,,£500 - £600,,Male,,Group personal pension
,x,,Year,2016,K02000001,,,65 and over,,£500 - £600,,Male,,Group self-invested personal pension
,x,32.0,Year,2016,K02000001,,,65 and over,,£500 - £600,,Male,,Group stakeholder pension
,x,75.0,Year,2016,K02000001,,,65 and over,,£500 - £600,,Male,,Unknown pension provision
15.0,,11.0,Year,2016,K02000001,,,65 and over,,£500 - £600,,Male,,No pension provisiond
14.0,,12.0,Year,2016,K02000001,,,65 and over,,£600 and over,,Male,,Defined benefit
10.0,,13.0,Year,2016,K02000001,,,65 and over,,£600 and over,,Male,,Defined contribution
10.0,,14.0,Year,2016,K02000001,,,65 and over,,£600 and over,,Male,,Group personal pension
,x,58.0,Year,2016,K02000001,,,65 and over,,£600 and over,,Male,,Group self-invested personal pension
,x,23.0,Year,2016,K02000001,,,65 and over,,£600 and over,,Male,,Group stakeholder pension
,x,50.0,Year,2016,K02000001,,,65 and over,,£600 and over,,Male,,Unknown pension provision
31.0,,7.6,Year,2016,K02000001,,,65 and over,,£600 and over,,Male,,No pension provisiond
4707.0,,0.4,Year,2016,K02000001,,,All employees,,Total,,Female,,Defined benefit
2194.0,,0.7,Year,2016,K02000001,,,All employees,,Total,,Female,,Defined contribution
1496.0,,0.9,Year,2016,K02000001,,,All employees,,Total,,Female,,Group personal pension
55.0,,5.3,Year,2016,K02000001,,,All employees,,Total,,Female,,Group self-invested personal pension
478.0,,1.7,Year,2016,K02000001,,,All employees,,Total,,Female,,Group stakeholder pension
158.0,,3.1,Year,2016,K02000001,,,All employees,,Total,,Female,,Unknown pension provision
4592.0,,0.4,Year,2016,K02000001,,,All employees,,Total,,Female,,No pension provisiond
183.0,,2.6,Year,2016,K02000001,,,All employees,,Less than £100,,Female,,Defined benefit
82.0,,3.9,Year,2016,K02000001,,,All employees,,Less than £100,,Female,,Defined contribution
23.0,,7.7,Year,2016,K02000001,,,All employees,,Less than £100,,Female,,Group personal pension
,x,38.0,Year,2016,K02000001,,,All employees,,Less than £100,,Female,,Group self-invested personal pension
9.0,,12.0,Year,2016,K02000001,,,All employees,,Less than £100,,Female,,Group stakeholder pension
4.0,,19.0,Year,2016,K02000001,,,All employees,,Less than £100,,Female,,Unknown pension provision
971.0,,1.1,Year,2016,K02000001,,,All employees,,Less than £100,,Female,,No pension provisiond
444.0,,1.7,Year,2016,K02000001,,,All employees,,£100 - £200,,Female,,Defined benefit
317.0,,1.9,Year,2016,K02000001,,,All employees,,£100 - £200,,Female,,Defined contribution
113.0,,3.5,Year,2016,K02000001,,,All employees,,£100 - £200,,Female,,Group personal pension
6.0,,16.0,Year,2016,K02000001,,,All employees,,£100 - £200,,Female,,Group self-invested personal pension
62.0,,4.4,Year,2016,K02000001,,,All employees,,£100 - £200,,Female,,Group stakeholder pension
14.0,,9.8,Year,2016,K02000001,,,All employees,,£100 - £200,,Female,,Unknown pension provision
1359.0,,0.9,Year,2016,K02000001,,,All employees,,£100 - £200,,Female,,No pension provisiond
669.0,,1.4,Year,2016,K02000001,,,All employees,,£200 - £300,,Female,,Defined benefit
488.0,,1.6,Year,2016,K02000001,,,All employees,,£200 - £300,,Female,,Defined contribution
215.0,,2.5,Year,2016,K02000001,,,All employees,,£200 - £300,,Female,,Group personal pension
5.0,,17.0,Year,2016,K02000001,,,All employees,,£200 - £300,,Female,,Group self-invested personal pension
88.0,,3.8,Year,2016,K02000001,,,All employees,,£200 - £300,,Female,,Group stakeholder pension
32.0,,6.6,Year,2016,K02000001,,,All employees,,£200 - £300,,Female,,Unknown pension provision
848.0,,1.3,Year,2016,K02000001,,,All employees,,£200 - £300,,Female,,No pension provisiond
736.0,,1.4,Year,2016,K02000001,,,All employees,,£300 - £400,,Female,,Defined benefit
466.0,,1.7,Year,2016,K02000001,,,All employees,,£300 - £400,,Female,,Defined contribution
311.0,,2.1,Year,2016,K02000001,,,All employees,,£300 - £400,,Female,,Group personal pension
10.0,,12.0,Year,2016,K02000001,,,All employees,,£300 - £400,,Female,,Group self-invested personal pension
97.0,,3.7,Year,2016,K02000001,,,All employees,,£300 - £400,,Female,,Group stakeholder pension
36.0,,6.3,Year,2016,K02000001,,,All employees,,£300 - £400,,Female,,Unknown pension provision
600.0,,1.5,Year,2016,K02000001,,,All employees,,£300 - £400,,Female,,No pension provisiond
699.0,,1.4,Year,2016,K02000001,,,All employees,,£400 - £500,,Female,,Defined benefit
284.0,,2.3,Year,2016,K02000001,,,All employees,,£400 - £500,,Female,,Defined contribution
255.0,,2.4,Year,2016,K02000001,,,All employees,,£400 - £500,,Female,,Group personal pension
8.0,,14.0,Year,2016,K02000001,,,All employees,,£400 - £500,,Female,,Group self-invested personal pension
71.0,,4.6,Year,2016,K02000001,,,All employees,,£400 - £500,,Female,,Group stakeholder pension
26.0,,7.8,Year,2016,K02000001,,,All employees,,£400 - £500,,Female,,Unknown pension provision
338.0,,2.1,Year,2016,K02000001,,,All employees,,£400 - £500,,Female,,No pension provisiond
548.0,,1.6,Year,2016,K02000001,,,All employees,,£500 - £600,,Female,,Defined benefit
169.0,,3.0,Year,2016,K02000001,,,All employees,,£500 - £600,,Female,,Defined contribution
169.0,,3.1,Year,2016,K02000001,,,All employees,,£500 - £600,,Female,,Group personal pension
6.0,,16.0,Year,2016,K02000001,,,All employees,,£500 - £600,,Female,,Group self-invested personal pension
47.0,,5.8,Year,2016,K02000001,,,All employees,,£500 - £600,,Female,,Group stakeholder pension
16.0,,10.0,Year,2016,K02000001,,,All employees,,£500 - £600,,Female,,Unknown pension provision
184.0,,3.0,Year,2016,K02000001,,,All employees,,£500 - £600,,Female,,No pension provisiond
1428.0,,0.9,Year,2016,K02000001,,,All employees,,£600 and over,,Female,,Defined benefit
389.0,,2.0,Year,2016,K02000001,,,All employees,,£600 and over,,Female,,Defined contribution
410.0,,2.0,Year,2016,K02000001,,,All employees,,£600 and over,,Female,,Group personal pension
19.0,,9.5,Year,2016,K02000001,,,All employees,,£600 and over,,Female,,Group self-invested personal pension
104.0,,4.0,Year,2016,K02000001,,,All employees,,£600 and over,,Female,,Group stakeholder pension
30.0,,7.6,Year,2016,K02000001,,,All employees,,£600 and over,,Female,,Unknown pension provision
293.0,,2.4,Year,2016,K02000001,,,All employees,,£600 and over,,Female,,No pension provisiond
59.0,,5.1,Year,2016,K02000001,,,16 - 21,,Total,,Female,,Defined benefit
69.0,,4.6,Year,2016,K02000001,,,16 - 21,,Total,,Female,,Defined contribution
29.0,,8.1,Year,2016,K02000001,,,16 - 21,,Total,,Female,,Group personal pension
,x,34.0,Year,2016,K02000001,,,16 - 21,,Total,,Female,,Group self-invested personal pension
9.0,,15.0,Year,2016,K02000001,,,16 - 21,,Total,,Female,,Group stakeholder pension
,x,25.0,Year,2016,K02000001,,,16 - 21,,Total,,Female,,Unknown pension provision
808.0,,0.6,Year,2016,K02000001,,,16 - 21,,Total,,Female,,No pension provisiond
11.0,,12.0,Year,2016,K02000001,,,16 - 21,,Less than £100,,Female,,Defined benefit
22.0,,7.8,Year,2016,K02000001,,,16 - 21,,Less than £100,,Female,,Defined contribution
4.0,,19.0,Year,2016,K02000001,,,16 - 21,,Less than £100,,Female,,Group personal pension
,x,70.0,Year,2016,K02000001,,,16 - 21,,Less than £100,,Female,,Group self-invested personal pension
,x,58.0,Year,2016,K02000001,,,16 - 21,,Less than £100,,Female,,Group stakeholder pension
,x,58.0,Year,2016,K02000001,,,16 - 21,,Less than £100,,Female,,Unknown pension provision
337.0,,1.7,Year,2016,K02000001,,,16 - 21,,Less than £100,,Female,,No pension provisiond
12.0,,11.0,Year,2016,K02000001,,,16 - 21,,£100 - £200,,Female,,Defined benefit
17.0,,8.9,Year,2016,K02000001,,,16 - 21,,£100 - £200,,Female,,Defined contribution
,x,22.0,Year,2016,K02000001,,,16 - 21,,£100 - £200,,Female,,Group personal pension
,x,50.0,Year,2016,K02000001,,,16 - 21,,£100 - £200,,Female,,Group self-invested personal pension
,x,29.0,Year,2016,K02000001,,,16 - 21,,£100 - £200,,Female,,Group stakeholder pension
,x,50.0,Year,2016,K02000001,,,16 - 21,,£100 - £200,,Female,,Unknown pension provision
228.0,,2.3,Year,2016,K02000001,,,16 - 21,,£100 - £200,,Female,,No pension provisiond
13.0,,11.0,Year,2016,K02000001,,,16 - 21,,£200 - £300,,Female,,Defined benefit
15.0,,10.0,Year,2016,K02000001,,,16 - 21,,£200 - £300,,Female,,Defined contribution
7.0,,16.0,Year,2016,K02000001,,,16 - 21,,£200 - £300,,Female,,Group personal pension
,x,70.0,Year,2016,K02000001,,,16 - 21,,£200 - £300,,Female,,Group self-invested personal pension
,x,25.0,Year,2016,K02000001,,,16 - 21,,£200 - £300,,Female,,Group stakeholder pension
,x,45.0,Year,2016,K02000001,,,16 - 21,,£200 - £300,,Female,,Unknown pension provision
143.0,,3.1,Year,2016,K02000001,,,16 - 21,,£200 - £300,,Female,,No pension provisiond
14.0,,12.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Female,,Defined benefit
12.0,,14.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Female,,Defined contribution
10.0,,15.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Female,,Group personal pension
,-,0.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Female,,Group self-invested personal pension
,x,29.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Female,,Group stakeholder pension
,x,51.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Female,,Unknown pension provision
76.0,,4.7,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Female,,No pension provisiond
5.0,,18.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Female,,Defined benefit
,x,26.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Female,,Defined contribution
,x,30.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Female,,Group personal pension
,x,99.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Female,,Group self-invested personal pension
,x,50.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Female,,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Female,,Unknown pension provision
15.0,,11.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Female,,No pension provisiond
,x,26.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Female,,Defined benefit
,x,41.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Female,,Defined contribution
,x,44.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Female,,Group personal pension
,-,0.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Female,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Female,,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Female,,Unknown pension provision
,x,23.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Female,,No pension provisiond
,x,38.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Female,,Defined benefit
,x,45.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Female,,Defined contribution
,x,58.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Female,,Group personal pension
,-,0.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Female,,Group self-invested personal pension
,x,74.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Female,,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Female,,Unknown pension provision
4.0,,19.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Female,,No pension provisiond
589.0,,1.5,Year,2016,K02000001,,,22 - 29,,Total,,Female,,Defined benefit
524.0,,1.6,Year,2016,K02000001,,,22 - 29,,Total,,Female,,Defined contribution
349.0,,2.0,Year,2016,K02000001,,,22 - 29,,Total,,Female,,Group personal pension
12.0,,11.0,Year,2016,K02000001,,,22 - 29,,Total,,Female,,Group self-invested personal pension
90.0,,3.9,Year,2016,K02000001,,,22 - 29,,Total,,Female,,Group stakeholder pension
35.0,,6.6,Year,2016,K02000001,,,22 - 29,,Total,,Female,,Unknown pension provision
824.0,,1.2,Year,2016,K02000001,,,22 - 29,,Total,,Female,,No pension provisiond
19.0,,8.4,Year,2016,K02000001,,,22 - 29,,Less than £100,,Female,,Defined benefit
15.0,,8.9,Year,2016,K02000001,,,22 - 29,,Less than £100,,Female,,Defined contribution
3.0,,20.0,Year,2016,K02000001,,,22 - 29,,Less than £100,,Female,,Group personal pension
,x,,Year,2016,K02000001,,,22 - 29,,Less than £100,,Female,,Group self-invested personal pension
,x,45.0,Year,2016,K02000001,,,22 - 29,,Less than £100,,Female,,Group stakeholder pension
,x,71.0,Year,2016,K02000001,,,22 - 29,,Less than £100,,Female,,Unknown pension provision
119.0,,3.3,Year,2016,K02000001,,,22 - 29,,Less than £100,,Female,,No pension provisiond
40.0,,5.8,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Female,,Defined benefit
74.0,,4.1,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Female,,Defined contribution
25.0,,7.5,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Female,,Group personal pension
,x,41.0,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Female,,Group self-invested personal pension
10.0,,11.0,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Female,,Group stakeholder pension
3.0,,20.0,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Female,,Unknown pension provision
210.0,,2.5,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Female,,No pension provisiond
71.0,,4.4,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Female,,Defined benefit
119.0,,3.3,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Female,,Defined contribution
47.0,,5.4,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Female,,Group personal pension
,x,38.0,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Female,,Group self-invested personal pension
15.0,,9.0,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Female,,Group stakeholder pension
8.0,,13.0,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Female,,Unknown pension provision
152.0,,3.0,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Female,,No pension provisiond
100.0,,3.8,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Female,,Defined benefit
132.0,,3.2,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Female,,Defined contribution
90.0,,4.0,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Female,,Group personal pension
,x,22.0,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Female,,Group self-invested personal pension
23.0,,7.6,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Female,,Group stakeholder pension
10.0,,12.0,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Female,,Unknown pension provision
155.0,,3.1,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Female,,No pension provisiond
128.0,,3.4,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Female,,Defined benefit
82.0,,4.2,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Female,,Defined contribution
74.0,,4.6,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Female,,Group personal pension
,x,25.0,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Female,,Group self-invested personal pension
19.0,,8.9,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Female,,Group stakeholder pension
7.0,,16.0,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Female,,Unknown pension provision
94.0,,4.1,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Female,,No pension provisiond
115.0,,3.7,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Female,,Defined benefit
45.0,,5.9,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Female,,Defined contribution
44.0,,6.1,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Female,,Group personal pension
,x,32.0,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Female,,Group self-invested personal pension
9.0,,14.0,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Female,,Group stakeholder pension
,x,21.0,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Female,,Unknown pension provision
