V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Age Group_codelist,Age Group,Earnings_codelist,Earnings,Gender_codelist,Gender,Provision_codelist,Provision
,x,25.0,Year,2016,K02000001,,,16 - 21,,£200 - £300,,Male,,Group stakeholder pension
,x,70.0,Year,2016,K02000001,,,16 - 21,,£200 - £300,,Male,,Unknown pension provision
81.7,,1.4,Year,2016,K02000001,,,16 - 21,,£200 - £300,,Male,,No pension provision
6.9,,14.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Male,,Defined benefit
10.5,,9.7,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Male,,Defined contribution
8.0,,12.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Male,,Group personal pension
,x,58.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Male,,Group self-invested personal pension
,x,23.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Male,,Group stakeholder pension
0.0,,0.0,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Male,,Unknown pension provision
72.4,,2.1,Year,2016,K02000001,,,16 - 21,,£300 - £400,,Male,,No pension provision
9.6,,18.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Male,,Defined benefit
10.7,,17.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Male,,Defined contribution
,x,23.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Male,,Group personal pension
,x,59.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Male,,Group self-invested personal pension
,x,31.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Male,,Group stakeholder pension
,x,,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Male,,Unknown pension provision
68.5,,4.0,Year,2016,K02000001,,,16 - 21,,£400 - £500,,Male,,No pension provision
,x,31.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Male,,Defined benefit
,x,25.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Male,,Defined contribution
,x,76.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Male,,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Male,,Group self-invested personal pension
0.0,,0.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Male,,Group stakeholder pension
0.0,,0.0,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Male,,Unknown pension provision
65.8,,8.5,Year,2016,K02000001,,,16 - 21,,£500 - £600,,Male,,No pension provision
,x,33.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Male,,Defined benefit
,x,27.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Male,,Defined contribution
,x,46.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Male,,Group personal pension
,x,96.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Male,,Group self-invested personal pension
,x,45.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Male,,Group stakeholder pension
0.0,,0.0,Year,2016,K02000001,,,16 - 21,,£600 and over,,Male,,Unknown pension provision
67.0,,7.4,Year,2016,K02000001,,,16 - 21,,£600 and over,,Male,,No pension provision
14.7,,2.0,Year,2016,K02000001,,,22 - 29,,All,,Male,,Defined benefit
26.5,,1.3,Year,2016,K02000001,,,22 - 29,,All,,Male,,Defined contribution
17.3,,1.8,Year,2016,K02000001,,,22 - 29,,All,,Male,,Group personal pension
0.6,,11.0,Year,2016,K02000001,,,22 - 29,,All,,Male,,Group self-invested personal pension
5.6,,3.4,Year,2016,K02000001,,,22 - 29,,All,,Male,,Group stakeholder pension
1.5,,6.7,Year,2016,K02000001,,,22 - 29,,All,,Male,,Unknown pension provision
33.8,,1.2,Year,2016,K02000001,,,22 - 29,,All,,Male,,No pension provision
7.3,,16.0,Year,2016,K02000001,,,22 - 29,,Less than £100,,Male,,Defined benefit
10.7,,11.0,Year,2016,K02000001,,,22 - 29,,Less than £100,,Male,,Defined contribution
,x,24.0,Year,2016,K02000001,,,22 - 29,,Less than £100,,Male,,Group personal pension
,x,73.0,Year,2016,K02000001,,,22 - 29,,Less than £100,,Male,,Group self-invested personal pension
,x,34.0,Year,2016,K02000001,,,22 - 29,,Less than £100,,Male,,Group stakeholder pension
,x,58.0,Year,2016,K02000001,,,22 - 29,,Less than £100,,Male,,Unknown pension provision
76.7,,2.3,Year,2016,K02000001,,,22 - 29,,Less than £100,,Male,,No pension provision
7.8,,11.0,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Male,,Defined benefit
22.8,,5.3,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Male,,Defined contribution
4.4,,14.0,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Male,,Group personal pension
,x,,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Male,,Group self-invested personal pension
3.0,,16.0,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Male,,Group stakeholder pension
,x,35.0,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Male,,Unknown pension provision
61.3,,2.3,Year,2016,K02000001,,,22 - 29,,£100 - £200,,Male,,No pension provision
8.7,,6.9,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Male,,Defined benefit
33.0,,2.9,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Male,,Defined contribution
11.5,,5.9,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Male,,Group personal pension
,x,33.0,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Male,,Group self-invested personal pension
4.2,,9.5,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Male,,Group stakeholder pension
1.2,,19.0,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Male,,Unknown pension provision
40.9,,2.6,Year,2016,K02000001,,,22 - 29,,£200 - £300,,Male,,No pension provision
9.7,,4.9,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Male,,Defined benefit
30.1,,2.5,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Male,,Defined contribution
17.2,,3.6,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Male,,Group personal pension
,x,27.0,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Male,,Group self-invested personal pension
5.3,,6.6,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Male,,Group stakeholder pension
1.6,,12.0,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Male,,Unknown pension provision
35.8,,2.2,Year,2016,K02000001,,,22 - 29,,£300 - £400,,Male,,No pension provision
14.9,,4.5,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Male,,Defined benefit
25.1,,3.2,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Male,,Defined contribution
19.4,,3.8,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Male,,Group personal pension
,x,22.0,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Male,,Group self-invested personal pension
6.4,,7.1,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Male,,Group stakeholder pension
1.7,,14.0,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Male,,Unknown pension provision
31.8,,2.8,Year,2016,K02000001,,,22 - 29,,£400 - £500,,Male,,No pension provision
21.9,,4.5,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Male,,Defined benefit
22.6,,4.3,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Male,,Defined contribution
21.8,,4.5,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Male,,Group personal pension
,x,24.0,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Male,,Group self-invested personal pension
6.6,,8.8,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Male,,Group stakeholder pension
2.0,,17.0,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Male,,Unknown pension provision
24.0,,4.2,Year,2016,K02000001,,,22 - 29,,£500 - £600,,Male,,No pension provision
22.2,,3.7,Year,2016,K02000001,,,22 - 29,,£600 and over,,Male,,Defined benefit
26.0,,3.3,Year,2016,K02000001,,,22 - 29,,£600 and over,,Male,,Defined contribution
21.8,,3.8,Year,2016,K02000001,,,22 - 29,,£600 and over,,Male,,Group personal pension
,x,22.0,Year,2016,K02000001,,,22 - 29,,£600 and over,,Male,,Group self-invested personal pension
6.5,,7.4,Year,2016,K02000001,,,22 - 29,,£600 and over,,Male,,Group stakeholder pension
1.5,,16.0,Year,2016,K02000001,,,22 - 29,,£600 and over,,Male,,Unknown pension provision
21.2,,3.8,Year,2016,K02000001,,,22 - 29,,£600 and over,,Male,,No pension provision
21.6,,1.4,Year,2016,K02000001,,,30 - 39,,All,,Male,,Defined benefit
24.2,,1.3,Year,2016,K02000001,,,30 - 39,,All,,Male,,Defined contribution
19.2,,1.5,Year,2016,K02000001,,,30 - 39,,All,,Male,,Group personal pension
0.9,,8.2,Year,2016,K02000001,,,30 - 39,,All,,Male,,Group self-invested personal pension
5.9,,2.9,Year,2016,K02000001,,,30 - 39,,All,,Male,,Group stakeholder pension
1.5,,6.0,Year,2016,K02000001,,,30 - 39,,All,,Male,,Unknown pension provision
26.8,,1.2,Year,2016,K02000001,,,30 - 39,,All,,Male,,No pension provision
7.2,,20.0,Year,2016,K02000001,,,30 - 39,,Less than £100,,Male,,Defined benefit
12.9,,14.0,Year,2016,K02000001,,,30 - 39,,Less than £100,,Male,,Defined contribution
,x,22.0,Year,2016,K02000001,,,30 - 39,,Less than £100,,Male,,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,30 - 39,,Less than £100,,Male,,Group self-invested personal pension
,x,39.0,Year,2016,K02000001,,,30 - 39,,Less than £100,,Male,,Group stakeholder pension
,x,,Year,2016,K02000001,,,30 - 39,,Less than £100,,Male,,Unknown pension provision
71.8,,3.4,Year,2016,K02000001,,,30 - 39,,Less than £100,,Male,,No pension provision
6.9,,13.0,Year,2016,K02000001,,,30 - 39,,£100 - £200,,Male,,Defined benefit
17.1,,7.2,Year,2016,K02000001,,,30 - 39,,£100 - £200,,Male,,Defined contribution
5.4,,14.0,Year,2016,K02000001,,,30 - 39,,£100 - £200,,Male,,Group personal pension
,x,,Year,2016,K02000001,,,30 - 39,,£100 - £200,,Male,,Group self-invested personal pension
2.9,,17.0,Year,2016,K02000001,,,30 - 39,,£100 - £200,,Male,,Group stakeholder pension
,x,36.0,Year,2016,K02000001,,,30 - 39,,£100 - £200,,Male,,Unknown pension provision
66.6,,2.4,Year,2016,K02000001,,,30 - 39,,£100 - £200,,Male,,No pension provision
8.9,,8.7,Year,2016,K02000001,,,30 - 39,,£200 - £300,,Male,,Defined benefit
33.9,,3.5,Year,2016,K02000001,,,30 - 39,,£200 - £300,,Male,,Defined contribution
9.4,,7.9,Year,2016,K02000001,,,30 - 39,,£200 - £300,,Male,,Group personal pension
,x,35.0,Year,2016,K02000001,,,30 - 39,,£200 - £300,,Male,,Group self-invested personal pension
5.5,,10.0,Year,2016,K02000001,,,30 - 39,,£200 - £300,,Male,,Group stakeholder pension
,x,23.0,Year,2016,K02000001,,,30 - 39,,£200 - £300,,Male,,Unknown pension provision
40.5,,3.2,Year,2016,K02000001,,,30 - 39,,£200 - £300,,Male,,No pension provision
13.3,,4.5,Year,2016,K02000001,,,30 - 39,,£300 - £400,,Male,,Defined benefit
27.2,,2.9,Year,2016,K02000001,,,30 - 39,,£300 - £400,,Male,,Defined contribution
17.1,,4.0,Year,2016,K02000001,,,30 - 39,,£300 - £400,,Male,,Group personal pension
,x,34.0,Year,2016,K02000001,,,30 - 39,,£300 - £400,,Male,,Group self-invested personal pension
7.5,,6.3,Year,2016,K02000001,,,30 - 39,,£300 - £400,,Male,,Group stakeholder pension
1.9,,13.0,Year,2016,K02000001,,,30 - 39,,£300 - £400,,Male,,Unknown pension provision
32.8,,2.6,Year,2016,K02000001,,,30 - 39,,£300 - £400,,Male,,No pension provision
16.4,,4.0,Year,2016,K02000001,,,30 - 39,,£400 - £500,,Male,,Defined benefit
26.3,,3.0,Year,2016,K02000001,,,30 - 39,,£400 - £500,,Male,,Defined contribution
18.4,,3.8,Year,2016,K02000001,,,30 - 39,,£400 - £500,,Male,,Group personal pension
0.8,,20.0,Year,2016,K02000001,,,30 - 39,,£400 - £500,,Male,,Group self-invested personal pension
5.9,,7.0,Year,2016,K02000001,,,30 - 39,,£400 - £500,,Male,,Group stakeholder pension
2.0,,13.0,Year,2016,K02000001,,,30 - 39,,£400 - £500,,Male,,Unknown pension provision
30.3,,2.8,Year,2016,K02000001,,,30 - 39,,£400 - £500,,Male,,No pension provision
21.4,,3.7,Year,2016,K02000001,,,30 - 39,,£500 - £600,,Male,,Defined benefit
24.3,,3.4,Year,2016,K02000001,,,30 - 39,,£500 - £600,,Male,,Defined contribution
19.9,,3.9,Year,2016,K02000001,,,30 - 39,,£500 - £600,,Male,,Group personal pension
,x,26.0,Year,2016,K02000001,,,30 - 39,,£500 - £600,,Male,,Group self-invested personal pension
6.4,,7.4,Year,2016,K02000001,,,30 - 39,,£500 - £600,,Male,,Group stakeholder pension
1.2,,17.0,Year,2016,K02000001,,,30 - 39,,£500 - £600,,Male,,Unknown pension provision
26.2,,3.3,Year,2016,K02000001,,,30 - 39,,£500 - £600,,Male,,No pension provision
29.7,,1.8,Year,2016,K02000001,,,30 - 39,,£600 and over,,Male,,Defined benefit
22.1,,2.1,Year,2016,K02000001,,,30 - 39,,£600 and over,,Male,,Defined contribution
22.9,,2.1,Year,2016,K02000001,,,30 - 39,,£600 and over,,Male,,Group personal pension
1.3,,10.0,Year,2016,K02000001,,,30 - 39,,£600 and over,,Male,,Group self-invested personal pension
5.6,,4.7,Year,2016,K02000001,,,30 - 39,,£600 and over,,Male,,Group stakeholder pension
1.4,,9.7,Year,2016,K02000001,,,30 - 39,,£600 and over,,Male,,Unknown pension provision
17.0,,2.6,Year,2016,K02000001,,,30 - 39,,£600 and over,,Male,,No pension provision
29.0,,1.1,Year,2016,K02000001,,,40 - 49,,All,,Male,,Defined benefit
21.0,,1.4,Year,2016,K02000001,,,40 - 49,,All,,Male,,Defined contribution
18.6,,1.6,Year,2016,K02000001,,,40 - 49,,All,,Male,,Group personal pension
1.1,,7.1,Year,2016,K02000001,,,40 - 49,,All,,Male,,Group self-invested personal pension
5.7,,3.0,Year,2016,K02000001,,,40 - 49,,All,,Male,,Group stakeholder pension
1.6,,5.9,Year,2016,K02000001,,,40 - 49,,All,,Male,,Unknown pension provision
23.1,,1.3,Year,2016,K02000001,,,40 - 49,,All,,Male,,No pension provision
9.4,,17.0,Year,2016,K02000001,,,40 - 49,,Less than £100,,Male,,Defined benefit
12.5,,15.0,Year,2016,K02000001,,,40 - 49,,Less than £100,,Male,,Defined contribution
,x,27.0,Year,2016,K02000001,,,40 - 49,,Less than £100,,Male,,Group personal pension
,x,71.0,Year,2016,K02000001,,,40 - 49,,Less than £100,,Male,,Group self-invested personal pension
,x,38.0,Year,2016,K02000001,,,40 - 49,,Less than £100,,Male,,Group stakeholder pension
,x,99.0,Year,2016,K02000001,,,40 - 49,,Less than £100,,Male,,Unknown pension provision
71.1,,3.5,Year,2016,K02000001,,,40 - 49,,Less than £100,,Male,,No pension provision
8.6,,12.0,Year,2016,K02000001,,,40 - 49,,£100 - £200,,Male,,Defined benefit
14.9,,8.4,Year,2016,K02000001,,,40 - 49,,£100 - £200,,Male,,Defined contribution
3.5,,19.0,Year,2016,K02000001,,,40 - 49,,£100 - £200,,Male,,Group personal pension
,x,50.0,Year,2016,K02000001,,,40 - 49,,£100 - £200,,Male,,Group self-invested personal pension
,x,23.0,Year,2016,K02000001,,,40 - 49,,£100 - £200,,Male,,Group stakeholder pension
,x,37.0,Year,2016,K02000001,,,40 - 49,,£100 - £200,,Male,,Unknown pension provision
69.1,,2.4,Year,2016,K02000001,,,40 - 49,,£100 - £200,,Male,,No pension provision
11.2,,8.3,Year,2016,K02000001,,,40 - 49,,£200 - £300,,Male,,Defined benefit
27.0,,4.7,Year,2016,K02000001,,,40 - 49,,£200 - £300,,Male,,Defined contribution
10.2,,8.7,Year,2016,K02000001,,,40 - 49,,£200 - £300,,Male,,Group personal pension
,x,39.0,Year,2016,K02000001,,,40 - 49,,£200 - £300,,Male,,Group self-invested personal pension
4.7,,13.0,Year,2016,K02000001,,,40 - 49,,£200 - £300,,Male,,Group stakeholder pension
,x,21.0,Year,2016,K02000001,,,40 - 49,,£200 - £300,,Male,,Unknown pension provision
44.4,,3.3,Year,2016,K02000001,,,40 - 49,,£200 - £300,,Male,,No pension provision
18.1,,4.1,Year,2016,K02000001,,,40 - 49,,£300 - £400,,Male,,Defined benefit
25.2,,3.4,Year,2016,K02000001,,,40 - 49,,£300 - £400,,Male,,Defined contribution
16.3,,4.5,Year,2016,K02000001,,,40 - 49,,£300 - £400,,Male,,Group personal pension
,x,27.0,Year,2016,K02000001,,,40 - 49,,£300 - £400,,Male,,Group self-invested personal pension
5.6,,8.1,Year,2016,K02000001,,,40 - 49,,£300 - £400,,Male,,Group stakeholder pension
2.2,,13.0,Year,2016,K02000001,,,40 - 49,,£300 - £400,,Male,,Unknown pension provision
32.0,,3.0,Year,2016,K02000001,,,40 - 49,,£300 - £400,,Male,,No pension provision
23.6,,3.4,Year,2016,K02000001,,,40 - 49,,£400 - £500,,Male,,Defined benefit
21.8,,3.6,Year,2016,K02000001,,,40 - 49,,£400 - £500,,Male,,Defined contribution
18.6,,4.0,Year,2016,K02000001,,,40 - 49,,£400 - £500,,Male,,Group personal pension
1.2,,19.0,Year,2016,K02000001,,,40 - 49,,£400 - £500,,Male,,Group self-invested personal pension
5.6,,7.9,Year,2016,K02000001,,,40 - 49,,£400 - £500,,Male,,Group stakeholder pension
1.5,,16.0,Year,2016,K02000001,,,40 - 49,,£400 - £500,,Male,,Unknown pension provision
27.8,,3.2,Year,2016,K02000001,,,40 - 49,,£400 - £500,,Male,,No pension provision
24.8,,3.5,Year,2016,K02000001,,,40 - 49,,£500 - £600,,Male,,Defined benefit
23.4,,3.7,Year,2016,K02000001,,,40 - 49,,£500 - £600,,Male,,Defined contribution
18.8,,4.3,Year,2016,K02000001,,,40 - 49,,£500 - £600,,Male,,Group personal pension
,x,21.0,Year,2016,K02000001,,,40 - 49,,£500 - £600,,Male,,Group self-invested personal pension
5.5,,8.5,Year,2016,K02000001,,,40 - 49,,£500 - £600,,Male,,Group stakeholder pension
1.8,,16.0,Year,2016,K02000001,,,40 - 49,,£500 - £600,,Male,,Unknown pension provision
24.8,,3.6,Year,2016,K02000001,,,40 - 49,,£500 - £600,,Male,,No pension provision
37.4,,1.4,Year,2016,K02000001,,,40 - 49,,£600 and over,,Male,,Defined benefit
19.5,,2.1,Year,2016,K02000001,,,40 - 49,,£600 and over,,Male,,Defined contribution
21.2,,2.1,Year,2016,K02000001,,,40 - 49,,£600 and over,,Male,,Group personal pension
1.3,,9.2,Year,2016,K02000001,,,40 - 49,,£600 and over,,Male,,Group self-invested personal pension
6.2,,4.1,Year,2016,K02000001,,,40 - 49,,£600 and over,,Male,,Group stakeholder pension
1.4,,8.9,Year,2016,K02000001,,,40 - 49,,£600 and over,,Male,,Unknown pension provision
13.1,,2.7,Year,2016,K02000001,,,40 - 49,,£600 and over,,Male,,No pension provision
33.0,,1.4,Year,2016,K02000001,,,50 - 54,,All,,Male,,Defined benefit
19.9,,2.0,Year,2016,K02000001,,,50 - 54,,All,,Male,,Defined contribution
17.5,,2.3,Year,2016,K02000001,,,50 - 54,,All,,Male,,Group personal pension
0.9,,11.0,Year,2016,K02000001,,,50 - 54,,All,,Male,,Group self-invested personal pension
5.8,,4.2,Year,2016,K02000001,,,50 - 54,,All,,Male,,Group stakeholder pension
1.3,,9.0,Year,2016,K02000001,,,50 - 54,,All,,Male,,Unknown pension provision
21.6,,2.0,Year,2016,K02000001,,,50 - 54,,All,,Male,,No pension provision
13.7,,18.0,Year,2016,K02000001,,,50 - 54,,Less than £100,,Male,,Defined benefit
,x,24.0,Year,2016,K02000001,,,50 - 54,,Less than £100,,Male,,Defined contribution
,x,50.0,Year,2016,K02000001,,,50 - 54,,Less than £100,,Male,,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,50 - 54,,Less than £100,,Male,,Group self-invested personal pension
,x,99.0,Year,2016,K02000001,,,50 - 54,,Less than £100,,Male,,Group stakeholder pension
0.0,,0.0,Year,2016,K02000001,,,50 - 54,,Less than £100,,Male,,Unknown pension provision
76.8,,3.9,Year,2016,K02000001,,,50 - 54,,Less than £100,,Male,,No pension provision
11.2,,15.0,Year,2016,K02000001,,,50 - 54,,£100 - £200,,Male,,Defined benefit
16.0,,11.0,Year,2016,K02000001,,,50 - 54,,£100 - £200,,Male,,Defined contribution
,x,27.0,Year,2016,K02000001,,,50 - 54,,£100 - £200,,Male,,Group personal pension
,x,70.0,Year,2016,K02000001,,,50 - 54,,£100 - £200,,Male,,Group self-invested personal pension
,x,30.0,Year,2016,K02000001,,,50 - 54,,£100 - £200,,Male,,Group stakeholder pension
,x,47.0,Year,2016,K02000001,,,50 - 54,,£100 - £200,,Male,,Unknown pension provision
64.7,,3.9,Year,2016,K02000001,,,50 - 54,,£100 - £200,,Male,,No pension provision
14.7,,10.0,Year,2016,K02000001,,,50 - 54,,£200 - £300,,Male,,Defined benefit
26.6,,6.5,Year,2016,K02000001,,,50 - 54,,£200 - £300,,Male,,Defined contribution
11.2,,12.0,Year,2016,K02000001,,,50 - 54,,£200 - £300,,Male,,Group personal pension
,x,72.0,Year,2016,K02000001,,,50 - 54,,£200 - £300,,Male,,Group self-invested personal pension
3.2,,20.0,Year,2016,K02000001,,,50 - 54,,£200 - £300,,Male,,Group stakeholder pension
,x,31.0,Year,2016,K02000001,,,50 - 54,,£200 - £300,,Male,,Unknown pension provision
42.2,,4.9,Year,2016,K02000001,,,50 - 54,,£200 - £300,,Male,,No pension provision
23.2,,5.1,Year,2016,K02000001,,,50 - 54,,£300 - £400,,Male,,Defined benefit
25.0,,4.8,Year,2016,K02000001,,,50 - 54,,£300 - £400,,Male,,Defined contribution
14.6,,6.8,Year,2016,K02000001,,,50 - 54,,£300 - £400,,Male,,Group personal pension
,x,32.0,Year,2016,K02000001,,,50 - 54,,£300 - £400,,Male,,Group self-invested personal pension
4.7,,12.0,Year,2016,K02000001,,,50 - 54,,£300 - £400,,Male,,Group stakeholder pension
,x,24.0,Year,2016,K02000001,,,50 - 54,,£300 - £400,,Male,,Unknown pension provision
30.3,,4.4,Year,2016,K02000001,,,50 - 54,,£300 - £400,,Male,,No pension provision
27.8,,4.3,Year,2016,K02000001,,,50 - 54,,£400 - £500,,Male,,Defined benefit
21.3,,5.1,Year,2016,K02000001,,,50 - 54,,£400 - £500,,Male,,Defined contribution
18.3,,5.7,Year,2016,K02000001,,,50 - 54,,£400 - £500,,Male,,Group personal pension
,x,38.0,Year,2016,K02000001,,,50 - 54,,£400 - £500,,Male,,Group self-invested personal pension
5.8,,11.0,Year,2016,K02000001,,,50 - 54,,£400 - £500,,Male,,Group stakeholder pension
,x,23.0,Year,2016,K02000001,,,50 - 54,,£400 - £500,,Male,,Unknown pension provision
24.8,,4.8,Year,2016,K02000001,,,50 - 54,,£400 - £500,,Male,,No pension provision
32.6,,4.1,Year,2016,K02000001,,,50 - 54,,£500 - £600,,Male,,Defined benefit
19.9,,5.7,Year,2016,K02000001,,,50 - 54,,£500 - £600,,Male,,Defined contribution
16.5,,6.5,Year,2016,K02000001,,,50 - 54,,£500 - £600,,Male,,Group personal pension
,x,32.0,Year,2016,K02000001,,,50 - 54,,£500 - £600,,Male,,Group self-invested personal pension
7.4,,10.0,Year,2016,K02000001,,,50 - 54,,£500 - £600,,Male,,Group stakeholder pension
,x,24.0,Year,2016,K02000001,,,50 - 54,,£500 - £600,,Male,,Unknown pension provision
21.5,,5.5,Year,2016,K02000001,,,50 - 54,,£500 - £600,,Male,,No pension provision
40.7,,1.8,Year,2016,K02000001,,,50 - 54,,£600 and over,,Male,,Defined benefit
18.5,,3.1,Year,2016,K02000001,,,50 - 54,,£600 and over,,Male,,Defined contribution
20.2,,3.0,Year,2016,K02000001,,,50 - 54,,£600 and over,,Male,,Group personal pension
1.2,,14.0,Year,2016,K02000001,,,50 - 54,,£600 and over,,Male,,Group self-invested personal pension
6.3,,5.9,Year,2016,K02000001,,,50 - 54,,£600 and over,,Male,,Group stakeholder pension
1.3,,13.0,Year,2016,K02000001,,,50 - 54,,£600 and over,,Male,,Unknown pension provision
11.9,,4.1,Year,2016,K02000001,,,50 - 54,,£600 and over,,Male,,No pension provision
32.1,,1.7,Year,2016,K02000001,,,55 - 59,,All,,Male,,Defined benefit
19.2,,2.3,Year,2016,K02000001,,,55 - 59,,All,,Male,,Defined contribution
17.2,,2.6,Year,2016,K02000001,,,55 - 59,,All,,Male,,Group personal pension
0.9,,13.0,Year,2016,K02000001,,,55 - 59,,All,,Male,,Group self-invested personal pension
5.5,,4.8,Year,2016,K02000001,,,55 - 59,,All,,Male,,Group stakeholder pension
1.4,,9.8,Year,2016,K02000001,,,55 - 59,,All,,Male,,Unknown pension provision
23.6,,2.1,Year,2016,K02000001,,,55 - 59,,All,,Male,,No pension provision
15.7,,18.0,Year,2016,K02000001,,,55 - 59,,Less than £100,,Male,,Defined benefit
,x,23.0,Year,2016,K02000001,,,55 - 59,,Less than £100,,Male,,Defined contribution
,x,44.0,Year,2016,K02000001,,,55 - 59,,Less than £100,,Male,,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,55 - 59,,Less than £100,,Male,,Group self-invested personal pension
,x,51.0,Year,2016,K02000001,,,55 - 59,,Less than £100,,Male,,Group stakeholder pension
0.0,,0.0,Year,2016,K02000001,,,55 - 59,,Less than £100,,Male,,Unknown pension provision
70.5,,4.8,Year,2016,K02000001,,,55 - 59,,Less than £100,,Male,,No pension provision
8.5,,17.0,Year,2016,K02000001,,,55 - 59,,£100 - £200,,Male,,Defined benefit
13.2,,12.0,Year,2016,K02000001,,,55 - 59,,£100 - £200,,Male,,Defined contribution
,x,21.0,Year,2016,K02000001,,,55 - 59,,£100 - £200,,Male,,Group personal pension
,x,49.0,Year,2016,K02000001,,,55 - 59,,£100 - £200,,Male,,Group self-invested personal pension
,x,32.0,Year,2016,K02000001,,,55 - 59,,£100 - £200,,Male,,Group stakeholder pension
,x,60.0,Year,2016,K02000001,,,55 - 59,,£100 - £200,,Male,,Unknown pension provision
69.3,,3.3,Year,2016,K02000001,,,55 - 59,,£100 - £200,,Male,,No pension provision
16.0,,9.8,Year,2016,K02000001,,,55 - 59,,£200 - £300,,Male,,Defined benefit
25.1,,7.1,Year,2016,K02000001,,,55 - 59,,£200 - £300,,Male,,Defined contribution
10.2,,13.0,Year,2016,K02000001,,,55 - 59,,£200 - £300,,Male,,Group personal pension
,x,51.0,Year,2016,K02000001,,,55 - 59,,£200 - £300,,Male,,Group self-invested personal pension
5.4,,17.0,Year,2016,K02000001,,,55 - 59,,£200 - £300,,Male,,Group stakeholder pension
,x,34.0,Year,2016,K02000001,,,55 - 59,,£200 - £300,,Male,,Unknown pension provision
41.0,,5.3,Year,2016,K02000001,,,55 - 59,,£200 - £300,,Male,,No pension provision
24.9,,5.3,Year,2016,K02000001,,,55 - 59,,£300 - £400,,Male,,Defined benefit
22.1,,5.5,Year,2016,K02000001,,,55 - 59,,£300 - £400,,Male,,Defined contribution
16.0,,7.0,Year,2016,K02000001,,,55 - 59,,£300 - £400,,Male,,Group personal pension
,x,34.0,Year,2016,K02000001,,,55 - 59,,£300 - £400,,Male,,Group self-invested personal pension
5.0,,13.0,Year,2016,K02000001,,,55 - 59,,£300 - £400,,Male,,Group stakeholder pension
,x,24.0,Year,2016,K02000001,,,55 - 59,,£300 - £400,,Male,,Unknown pension provision
29.5,,4.8,Year,2016,K02000001,,,55 - 59,,£300 - £400,,Male,,No pension provision
30.9,,4.4,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Male,,Defined benefit
