V4_0,Time_codelist,Time,Geography_codelist,Geography,Flow_codelist,Flow,Transactions_codelist,Transactions,Merger or Acquisition_codelist,Merger or Acquisition
42,Year,1986,K02000001,,,Inward,,Direct Transactions,,Acquisition
52,Year,1987,K02000001,,,Inward,,Direct Transactions,,Acquisition
78,Year,1988,K02000001,,,Inward,,Direct Transactions,,Acquisition
122,Year,1989,K02000001,,,Inward,,Direct Transactions,,Acquisition
113,Year,1990,K02000001,,,Inward,,Direct Transactions,,Acquisition
120,Year,1991,K02000001,,,Inward,,Direct Transactions,,Acquisition
171,Year,1992,K02000001,,,Inward,,Direct Transactions,,Acquisition
204,Year,1993,K02000001,,,Inward,,Direct Transactions,,Acquisition
132,Year,1994,K02000001,,,Inward,,Direct Transactions,,Acquisition
96,Year,1995,K02000001,,,Inward,,Direct Transactions,,Acquisition
102,Year,1996,K02000001,,,Inward,,Direct Transactions,,Acquisition
146,Year,1997,K02000001,,,Inward,,Direct Transactions,,Acquisition
207,Year,1998,K02000001,,,Inward,,Direct Transactions,,Acquisition
179,Year,1999,K02000001,,,Inward,,Direct Transactions,,Acquisition
172,Year,2000,K02000001,,,Inward,,Direct Transactions,,Acquisition
113,Year,2001,K02000001,,,Inward,,Direct Transactions,,Acquisition
93,Year,2002,K02000001,,,Inward,,Direct Transactions,,Acquisition
76,Year,2003,K02000001,,,Inward,,Direct Transactions,,Acquisition
128,Year,2004,K02000001,,,Inward,,Direct Transactions,,Acquisition
175,Year,2005,K02000001,,,Inward,,Direct Transactions,,Acquisition
178,Year,2006,K02000001,,,Inward,,Direct Transactions,,Acquisition
200,Year,2007,K02000001,,,Inward,,Direct Transactions,,Acquisition
179,Year,2008,K02000001,,,Inward,,Direct Transactions,,Acquisition
87,Year,2009,K02000001,,,Inward,,Direct Transactions,,Acquisition
161,Year,2010,K02000001,,,Inward,,Direct Transactions,,Acquisition
158,Year,2011,K02000001,,,Inward,,Direct Transactions,,Acquisition
103,Year,2012,K02000001,,,Inward,,Direct Transactions,,Acquisition
94,Year,2013,K02000001,,,Inward,,Direct Transactions,,Acquisition
78,Year,2014,K02000001,,,Inward,,Direct Transactions,,Acquisition
150,Year,2015,K02000001,,,Inward,,Direct Transactions,,Acquisition
274,Year,2016,K02000001,,,Inward,,Direct Transactions,,Acquisition
8,Year,1987,K02000001,,,Inward,,In USA,,Disposal
7,Year,1988,K02000001,,,Inward,,In USA,,Disposal
9,Year,1989,K02000001,,,Inward,,In USA,,Disposal
7,Year,1990,K02000001,,,Inward,,In USA,,Disposal
7,Year,1991,K02000001,,,Inward,,In USA,,Disposal
7,Year,1992,K02000001,,,Inward,,In USA,,Disposal
26,Year,1993,K02000001,,,Inward,,In USA,,Disposal
12,Year,1994,K02000001,,,Inward,,In USA,,Disposal
6,Year,1995,K02000001,,,Inward,,In USA,,Disposal
5,Year,1996,K02000001,,,Inward,,In USA,,Disposal
11,Year,1997,K02000001,,,Inward,,In USA,,Disposal
19,Year,1998,K02000001,,,Inward,,In USA,,Disposal
0,Year,1999,K02000001,,,Inward,,In USA,,Disposal
15,Year,2000,K02000001,,,Inward,,In USA,,Disposal
22,Year,2001,K02000001,,,Inward,,In USA,,Disposal
31,Year,2002,K02000001,,,Inward,,In USA,,Disposal
0,Year,2003,K02000001,,,Inward,,In USA,,Disposal
21,Year,2004,K02000001,,,Inward,,In USA,,Disposal
15,Year,2005,K02000001,,,Inward,,In USA,,Disposal
22,Year,2006,K02000001,,,Inward,,In USA,,Disposal
31,Year,2007,K02000001,,,Inward,,In USA,,Disposal
12,Year,2008,K02000001,,,Inward,,In USA,,Disposal
10,Year,2009,K02000001,,,Inward,,In USA,,Disposal
15,Year,2010,K02000001,,,Inward,,In USA,,Disposal
18,Year,2011,K02000001,,,Inward,,In USA,,Disposal
4,Year,2012,K02000001,,,Inward,,In USA,,Disposal
8,Year,2013,K02000001,,,Inward,,In USA,,Disposal
3,Year,1987,K02000001,,,Inward,,In EU,,Disposal
2,Year,1988,K02000001,,,Inward,,In EU,,Disposal
4,Year,1989,K02000001,,,Inward,,In EU,,Disposal
1,Year,1990,K02000001,,,Inward,,In EU,,Disposal
6,Year,1991,K02000001,,,Inward,,In EU,,Disposal
11,Year,1992,K02000001,,,Inward,,In EU,,Disposal
28,Year,1993,K02000001,,,Inward,,In EU,,Disposal
15,Year,1994,K02000001,,,Inward,,In EU,,Disposal
10,Year,1995,K02000001,,,Inward,,In EU,,Disposal
9,Year,1996,K02000001,,,Inward,,In EU,,Disposal
11,Year,1997,K02000001,,,Inward,,In EU,,Disposal
22,Year,1998,K02000001,,,Inward,,In EU,,Disposal
17,Year,1999,K02000001,,,Inward,,In EU,,Disposal
16,Year,2000,K02000001,,,Inward,,In EU,,Disposal
23,Year,2001,K02000001,,,Inward,,In EU,,Disposal
18,Year,2002,K02000001,,,Inward,,In EU,,Disposal
25,Year,2003,K02000001,,,Inward,,In EU,,Disposal
23,Year,2004,K02000001,,,Inward,,In EU,,Disposal
27,Year,2005,K02000001,,,Inward,,In EU,,Disposal
16,Year,2006,K02000001,,,Inward,,In EU,,Disposal
12,Year,2007,K02000001,,,Inward,,In EU,,Disposal
18,Year,2008,K02000001,,,Inward,,In EU,,Disposal
12,Year,2009,K02000001,,,Inward,,In EU,,Disposal
19,Year,2010,K02000001,,,Inward,,In EU,,Disposal
26,Year,2011,K02000001,,,Inward,,In EU,,Disposal
11,Year,2012,K02000001,,,Inward,,In EU,,Disposal
9,Year,2013,K02000001,,,Inward,,In EU,,Disposal
10,Year,2015,K02000001,,,Inward,,In EU,,Disposal
13,Year,2016,K02000001,,,Inward,,In EU,,Disposal
18,Year,1986,K02000001,,,Inward,,In USA,,Acquisition
22,Year,1987,K02000001,,,Inward,,In USA,,Acquisition
25,Year,1988,K02000001,,,Inward,,In USA,,Acquisition
42,Year,1989,K02000001,,,Inward,,In USA,,Acquisition
32,Year,1990,K02000001,,,Inward,,In USA,,Acquisition
39,Year,1991,K02000001,,,Inward,,In USA,,Acquisition
64,Year,1992,K02000001,,,Inward,,In USA,,Acquisition
128,Year,1993,K02000001,,,Inward,,In USA,,Acquisition
93,Year,1994,K02000001,,,Inward,,In USA,,Acquisition
64,Year,1995,K02000001,,,Inward,,In USA,,Acquisition
67,Year,1996,K02000001,,,Inward,,In USA,,Acquisition
106,Year,1997,K02000001,,,Inward,,In USA,,Acquisition
152,Year,1998,K02000001,,,Inward,,In USA,,Acquisition
117,Year,1999,K02000001,,,Inward,,In USA,,Acquisition
81,Year,2000,K02000001,,,Inward,,In USA,,Acquisition
55,Year,2001,K02000001,,,Inward,,In USA,,Acquisition
45,Year,2002,K02000001,,,Inward,,In USA,,Acquisition
49,Year,2003,K02000001,,,Inward,,In USA,,Acquisition
75,Year,2004,K02000001,,,Inward,,In USA,,Acquisition
73,Year,2005,K02000001,,,Inward,,In USA,,Acquisition
84,Year,2006,K02000001,,,Inward,,In USA,,Acquisition
79,Year,2007,K02000001,,,Inward,,In USA,,Acquisition
74,Year,2008,K02000001,,,Inward,,In USA,,Acquisition
31,Year,2009,K02000001,,,Inward,,In USA,,Acquisition
85,Year,2010,K02000001,,,Inward,,In USA,,Acquisition
87,Year,2011,K02000001,,,Inward,,In USA,,Acquisition
50,Year,2012,K02000001,,,Inward,,In USA,,Acquisition
54,Year,2013,K02000001,,,Inward,,In USA,,Acquisition
42,Year,2014,K02000001,,,Inward,,In USA,,Acquisition
48,Year,2015,K02000001,,,Inward,,In USA,,Acquisition
89,Year,2016,K02000001,,,Inward,,In USA,,Acquisition
14,Year,1986,K02000001,,,Inward,,In EU,,Acquisition
12,Year,1987,K02000001,,,Inward,,In EU,,Acquisition
33,Year,1988,K02000001,,,Inward,,In EU,,Acquisition
59,Year,1989,K02000001,,,Inward,,In EU,,Acquisition
53,Year,1990,K02000001,,,Inward,,In EU,,Acquisition
61,Year,1991,K02000001,,,Inward,,In EU,,Acquisition
96,Year,1992,K02000001,,,Inward,,In EU,,Acquisition
67,Year,1993,K02000001,,,Inward,,In EU,,Acquisition
59,Year,1994,K02000001,,,Inward,,In EU,,Acquisition
42,Year,1995,K02000001,,,Inward,,In EU,,Acquisition
39,Year,1996,K02000001,,,Inward,,In EU,,Acquisition
51,Year,1997,K02000001,,,Inward,,In EU,,Acquisition
60,Year,1998,K02000001,,,Inward,,In EU,,Acquisition
108,Year,1999,K02000001,,,Inward,,In EU,,Acquisition
105,Year,2000,K02000001,,,Inward,,In EU,,Acquisition
70,Year,2001,K02000001,,,Inward,,In EU,,Acquisition
55,Year,2002,K02000001,,,Inward,,In EU,,Acquisition
41,Year,2003,K02000001,,,Inward,,In EU,,Acquisition
51,Year,2004,K02000001,,,Inward,,In EU,,Acquisition
89,Year,2005,K02000001,,,Inward,,In EU,,Acquisition
92,Year,2006,K02000001,,,Inward,,In EU,,Acquisition
94,Year,2007,K02000001,,,Inward,,In EU,,Acquisition
85,Year,2008,K02000001,,,Inward,,In EU,,Acquisition
32,Year,2009,K02000001,,,Inward,,In EU,,Acquisition
47,Year,2010,K02000001,,,Inward,,In EU,,Acquisition
69,Year,2011,K02000001,,,Inward,,In EU,,Acquisition
53,Year,2012,K02000001,,,Inward,,In EU,,Acquisition
35,Year,2013,K02000001,,,Inward,,In EU,,Acquisition
31,Year,2014,K02000001,,,Inward,,In EU,,Acquisition
34,Year,2015,K02000001,,,Inward,,In EU,,Acquisition
84,Year,2016,K02000001,,,Inward,,In EU,,Acquisition
22,Year,1987,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
38,Year,1988,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
24,Year,1989,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
33,Year,1990,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
19,Year,1991,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
38,Year,1992,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
35,Year,1993,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
26,Year,1994,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
27,Year,1995,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
35,Year,1996,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
39,Year,1997,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
41,Year,1998,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
52,Year,1999,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
44,Year,2000,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
40,Year,2001,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
25,Year,2002,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
28,Year,2003,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
21,Year,2004,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
22,Year,2005,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
21,Year,2006,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
20,Year,2007,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
15,Year,2008,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
3,Year,2009,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
15,Year,2010,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
13,Year,2011,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
11,Year,2012,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
11,Year,2014,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
8,Year,2015,K02000001,,,Outward,,Indirect Funded Locally,,Disposal
1,Year,1986,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
2,Year,1987,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
8,Year,1988,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
2,Year,1989,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
5,Year,1990,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
3,Year,1991,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
13,Year,1992,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
15,Year,1993,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
12,Year,1994,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
7,Year,1995,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
4,Year,1996,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
10,Year,1997,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
6,Year,1998,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
12,Year,1999,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
10,Year,2000,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
23,Year,2001,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
14,Year,2002,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
17,Year,2003,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
17,Year,2004,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
17,Year,2005,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
15,Year,2006,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
25,Year,2007,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
15,Year,2008,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
7,Year,2009,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
15,Year,2010,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
22,Year,2011,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
6,Year,2012,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
9,Year,2013,K02000001,,,Inward,,Indirect Funded Locally,,Disposal
1,Year,1986,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
0,Year,1987,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
0,Year,1988,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
0,Year,1989,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
1,Year,1990,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
0,Year,1991,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
0,Year,1992,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
4,Year,1993,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
4,Year,1994,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
0,Year,1995,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
1,Year,1996,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
5,Year,1997,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
1,Year,1998,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
11,Year,1999,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
8,Year,2000,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
7,Year,2001,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
3,Year,2002,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
5,Year,2003,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
9,Year,2004,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
10,Year,2005,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
12,Year,2006,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
10,Year,2007,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
9,Year,2008,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
0,Year,2009,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
5,Year,2010,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
9,Year,2011,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
3,Year,2013,K02000001,,,Inward,,Indirect By Overseas Parent,,Disposal
11,Year,1986,K02000001,,,Inward,,Direct Transactions,,Disposal
13,Year,1987,K02000001,,,Inward,,Direct Transactions,,Disposal
9,Year,1988,K02000001,,,Inward,,Direct Transactions,,Disposal
15,Year,1989,K02000001,,,Inward,,Direct Transactions,,Disposal
13,Year,1990,K02000001,,,Inward,,Direct Transactions,,Disposal
15,Year,1991,K02000001,,,Inward,,Direct Transactions,,Disposal
17,Year,1992,K02000001,,,Inward,,Direct Transactions,,Disposal
58,Year,1993,K02000001,,,Inward,,Direct Transactions,,Disposal
25,Year,1994,K02000001,,,Inward,,Direct Transactions,,Disposal
16,Year,1995,K02000001,,,Inward,,Direct Transactions,,Disposal
13,Year,1996,K02000001,,,Inward,,Direct Transactions,,Disposal
16,Year,1997,K02000001,,,Inward,,Direct Transactions,,Disposal
39,Year,1998,K02000001,,,Inward,,Direct Transactions,,Disposal
22,Year,1999,K02000001,,,Inward,,Direct Transactions,,Disposal
29,Year,2000,K02000001,,,Inward,,Direct Transactions,,Disposal
40,Year,2001,K02000001,,,Inward,,Direct Transactions,,Disposal
49,Year,2002,K02000001,,,Inward,,Direct Transactions,,Disposal
39,Year,2003,K02000001,,,Inward,,Direct Transactions,,Disposal
38,Year,2004,K02000001,,,Inward,,Direct Transactions,,Disposal
47,Year,2005,K02000001,,,Inward,,Direct Transactions,,Disposal
39,Year,2006,K02000001,,,Inward,,Direct Transactions,,Disposal
49,Year,2007,K02000001,,,Inward,,Direct Transactions,,Disposal
29,Year,2008,K02000001,,,Inward,,Direct Transactions,,Disposal
32,Year,2009,K02000001,,,Inward,,Direct Transactions,,Disposal
43,Year,2010,K02000001,,,Inward,,Direct Transactions,,Disposal
49,Year,2011,K02000001,,,Inward,,Direct Transactions,,Disposal
23,Year,2012,K02000001,,,Inward,,Direct Transactions,,Disposal
19,Year,2013,K02000001,,,Inward,,Direct Transactions,,Disposal
17,Year,2014,K02000001,,,Inward,,Direct Transactions,,Disposal
38,Year,2015,K02000001,,,Inward,,Direct Transactions,,Disposal
40,Year,2016,K02000001,,,Inward,,Direct Transactions,,Disposal
10,Year,1986,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
7,Year,1987,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
11,Year,1988,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
9,Year,1989,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
23,Year,1990,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
23,Year,1991,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
38,Year,1992,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
45,Year,1993,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
30,Year,1994,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
26,Year,1995,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
21,Year,1996,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
31,Year,1997,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
32,Year,1998,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
36,Year,1999,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
34,Year,2000,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
36,Year,2001,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
9,Year,2002,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
34,Year,2003,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
36,Year,2004,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
45,Year,2005,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
57,Year,2006,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
63,Year,2007,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
53,Year,2008,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
10,Year,2009,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
34,Year,2010,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
49,Year,2011,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
35,Year,2012,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
25,Year,2013,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
61,Year,2014,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
39,Year,2015,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
97,Year,2016,K02000001,,,Inward,,Indirect Funded Locally,,Acquisition
3,Year,1986,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
3,Year,1987,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
15,Year,1988,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
41,Year,1989,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
35,Year,1990,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
10,Year,1991,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
15,Year,1992,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
19,Year,1993,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
24,Year,1994,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
27,Year,1995,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
20,Year,1996,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
27,Year,1997,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
38,Year,1998,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
59,Year,1999,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
54,Year,2000,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
33,Year,2001,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
25,Year,2002,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
37,Year,2003,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
39,Year,2004,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
61,Year,2005,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
63,Year,2006,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
52,Year,2007,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
50,Year,2008,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
20,Year,2009,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
36,Year,2010,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
50,Year,2011,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
48,Year,2012,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
39,Year,2013,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
27,Year,2014,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
14,Year,2015,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
29,Year,2016,K02000001,,,Inward,,Indirect By Overseas Parent,,Acquisition
195,Year,1987,K02000001,,,Outward,,In USA,,Acquisition
320,Year,1988,K02000001,,,Outward,,In USA,,Acquisition
266,Year,1989,K02000001,,,Outward,,In USA,,Acquisition
183,Year,1990,K02000001,,,Outward,,In USA,,Acquisition
144,Year,1991,K02000001,,,Outward,,In USA,,Acquisition
138,Year,1992,K02000001,,,Outward,,In USA,,Acquisition
136,Year,1993,K02000001,,,Outward,,In USA,,Acquisition
114,Year,1994,K02000001,,,Outward,,In USA,,Acquisition
130,Year,1995,K02000001,,,Outward,,In USA,,Acquisition
108,Year,1996,K02000001,,,Outward,,In USA,,Acquisition
135,Year,1997,K02000001,,,Outward,,In USA,,Acquisition
165,Year,1998,K02000001,,,Outward,,In USA,,Acquisition
196,Year,1999,K02000001,,,Outward,,In USA,,Acquisition
190,Year,2000,K02000001,,,Outward,,In USA,,Acquisition
117,Year,2001,K02000001,,,Outward,,In USA,,Acquisition
69,Year,2002,K02000001,,,Outward,,In USA,,Acquisition
57,Year,2003,K02000001,,,Outward,,In USA,,Acquisition
101,Year,2004,K02000001,,,Outward,,In USA,,Acquisition
112,Year,2005,K02000001,,,Outward,,In USA,,Acquisition
138,Year,2006,K02000001,,,Outward,,In USA,,Acquisition
115,Year,2007,K02000001,,,Outward,,In USA,,Acquisition
88,Year,2008,K02000001,,,Outward,,In USA,,Acquisition
34,Year,2009,K02000001,,,Outward,,In USA,,Acquisition
53,Year,2010,K02000001,,,Outward,,In USA,,Acquisition
83,Year,2011,K02000001,,,Outward,,In USA,,Acquisition
41,Year,2012,K02000001,,,Outward,,In USA,,Acquisition
8,Year,2013,K02000001,,,Outward,,In USA,,Acquisition
27,Year,2014,K02000001,,,Outward,,In USA,,Acquisition
61,Year,2015,K02000001,,,Outward,,In USA,,Acquisition
36,Year,2016,K02000001,,,Outward,,In USA,,Acquisition
124,Year,1987,K02000001,,,Outward,,In EU,,Acquisition
179,Year,1988,K02000001,,,Outward,,In EU,,Acquisition
283,Year,1989,K02000001,,,Outward,,In EU,,Acquisition
245,Year,1990,K02000001,,,Outward,,In EU,,Acquisition
208,Year,1991,K02000001,,,Outward,,In EU,,Acquisition
272,Year,1992,K02000001,,,Outward,,In EU,,Acquisition
206,Year,1993,K02000001,,,Outward,,In EU,,Acquisition
175,Year,1994,K02000001,,,Outward,,In EU,,Acquisition
127,Year,1995,K02000001,,,Outward,,In EU,,Acquisition
182,Year,1996,K02000001,,,Outward,,In EU,,Acquisition
183,Year,1997,K02000001,,,Outward,,In EU,,Acquisition
225,Year,1998,K02000001,,,Outward,,In EU,,Acquisition
218,Year,1999,K02000001,,,Outward,,In EU,,Acquisition
231,Year,2000,K02000001,,,Outward,,In EU,,Acquisition
137,Year,2001,K02000001,,,Outward,,In EU,,Acquisition
106,Year,2002,K02000001,,,Outward,,In EU,,Acquisition
99,Year,2003,K02000001,,,Outward,,In EU,,Acquisition
117,Year,2004,K02000001,,,Outward,,In EU,,Acquisition
157,Year,2005,K02000001,,,Outward,,In EU,,Acquisition
131,Year,2006,K02000001,,,Outward,,In EU,,Acquisition
170,Year,2007,K02000001,,,Outward,,In EU,,Acquisition
102,Year,2008,K02000001,,,Outward,,In EU,,Acquisition
36,Year,2009,K02000001,,,Outward,,In EU,,Acquisition
66,Year,2010,K02000001,,,Outward,,In EU,,Acquisition
75,Year,2011,K02000001,,,Outward,,In EU,,Acquisition
34,Year,2012,K02000001,,,Outward,,In EU,,Acquisition
16,Year,2013,K02000001,,,Outward,,In EU,,Acquisition
33,Year,2014,K02000001,,,Outward,,In EU,,Acquisition
55,Year,2015,K02000001,,,Outward,,In EU,,Acquisition
49,Year,2016,K02000001,,,Outward,,In EU,,Acquisition
15,Year,1987,K02000001,,,Inward,,Number Of,,Disposal
16,Year,1988,K02000001,,,Inward,,Number Of,,Disposal
17,Year,1989,K02000001,,,Inward,,Number Of,,Disposal
19,Year,1990,K02000001,,,Inward,,Number Of,,Disposal
17,Year,1991,K02000001,,,Inward,,Number Of,,Disposal
29,Year,1992,K02000001,,,Inward,,Number Of,,Disposal
73,Year,1993,K02000001,,,Inward,,Number Of,,Disposal
38,Year,1994,K02000001,,,Inward,,Number Of,,Disposal
21,Year,1995,K02000001,,,Inward,,Number Of,,Disposal
18,Year,1996,K02000001,,,Inward,,Number Of,,Disposal
28,Year,1997,K02000001,,,Inward,,Number Of,,Disposal
46,Year,1998,K02000001,,,Inward,,Number Of,,Disposal
39,Year,1999,K02000001,,,Inward,,Number Of,,Disposal
43,Year,2000,K02000001,,,Inward,,Number Of,,Disposal
62,Year,2001,K02000001,,,Inward,,Number Of,,Disposal
60,Year,2002,K02000001,,,Inward,,Number Of,,Disposal
55,Year,2003,K02000001,,,Inward,,Number Of,,Disposal
54,Year,2004,K02000001,,,Inward,,Number Of,,Disposal
61,Year,2005,K02000001,,,Inward,,Number Of,,Disposal
55,Year,2006,K02000001,,,Inward,,Number Of,,Disposal
66,Year,2007,K02000001,,,Inward,,Number Of,,Disposal
49,Year,2008,K02000001,,,Inward,,Number Of,,Disposal
38,Year,2009,K02000001,,,Inward,,Number Of,,Disposal
58,Year,2010,K02000001,,,Inward,,Number Of,,Disposal
69,Year,2011,K02000001,,,Inward,,Number Of,,Disposal
